customer_key,customer_id,customer_name,sub_trade_channel,trade_channel,super_channel,business_segment,business_type,sales_organization,sales_office,market_unit,cdm_tier
6507,600995715,MEIJER #0115,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6508,600995735,WALMART #1839 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,Katherine Fonde
6509,600995784,GILL SHELL,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6510,600995808,KROGER #0531,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6511,600995839,CIRCLE K #4702361,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6512,600995847,CIRCLE K #4702368,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6513,600995878,WALMART #1927 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,Katherine Fonde
6514,600995896,SPEEDWAY #3999,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6515,600995981,SPEEDWAY #8074,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6516,600996129,WEST MARKET CONVENIENCE,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6517,600996147,ON THE WAY #7,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6518,600996178,DOLLAR GENERAL #02775,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6519,600996247,WALMART #1911 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,Katherine Fonde
6520,600996346,CENTURY OIL,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6521,600996466,DOLLAR GENERAL #12518,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6522,600996535,DONS SUNOCO,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6523,600996677,WELLSVILLE KINGS CARRY OUT,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6524,600996775,SUBWAY #00927,QSR-SANDWICH,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6525,600996812,CVS #02063,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6526,600996819,MINI MART,OTHER GENERAL MERCHA,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6527,600996845,DOLLAR GENERAL #12511,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6528,600997270,CASEYS GENERAL STORE #3007,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6529,600997329,SUBWAY #07419,QSR-SANDWICH,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6530,600997427,PHAGURA INC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6531,600997549,DOLLAR GENERAL #13250,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6532,600997594,MARKS BREW THRU MOGADORE,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6533,600997628,DOLLAR GENERAL #12868,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6534,600997642,QUICKYS DRIVE THRU,LIQUOR/BEER/WINE,LIQUOR/BEER/WINE/SOFT DRINK,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6535,600997674,MENARDS #3283,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6536,600997782,SUNOCO MINI MART 4,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6537,600998012,SPEEDWAY #8042,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6538,600998021,SPEEDWAY #8030,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6539,600998032,SPEEDWAY #8044,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6540,600998052,BARBERTON CITIZEN HOSPITAL CAFETERI,HOSPITAL,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6541,600998129,GIANT EAGLE #4032,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6542,600998361,BIG APPLE SUPERMARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6543,600998399,SPARKLE SOUTH AVENUE,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6544,600998405,WALMART #2323 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,Katherine Fonde
6545,600998459,7 ELEVEN #36210,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6546,600998483,7 ELEVEN #36227,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6547,600998504,ROCKY MARATHON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6548,600998534,SOUTH PHILLY DRIVE THRU,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6549,600998590,WALMART #2211 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,Katherine Fonde
6550,600998713,SPEEDWAY #6629,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6551,600998830,DOLLAR GENERAL #02076,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6552,600999048,FAMILY DOLLAR #02428,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6553,600999146,DOLLAR GENERAL #14221,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6554,600999191,UNCLE BILLS PET CTR,OTHER GENERAL MERCHA,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6555,600999601,PENDLETON PIKE EXXON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6556,600999619,DOLLAR GENERAL #14219,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6557,600999740,CVS #10246,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6558,600999775,DOLLAR GENERAL #14427,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6559,600999812,SHEETZ #0526,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6560,600999833,KROGER #0525,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6561,600999889,DOLLAR GENERAL #14336,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6562,600999895,DOLLAR GENERAL #14559,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6563,600999922,ARLINGTON MARATHON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6564,601000086,FRIENDLY MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,Secondary Volume,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6565,601000146,DOLLAR GENERAL #14590,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6566,601000232,WALMART #5767 NM,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,Richard Marcum
6567,601000339,ADVANCE AUTO PARTS #5995,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6568,601000443,MEIJER #0152,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6569,601000551,MARATHON FOOD CTR,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6570,601000694,CASEYS GENERAL STORE #3329,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6571,601000737,DOLLAR GENERAL #07388 MARKET,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6572,601000969,SOUTH MERIDIAN BEVERAGE,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6573,601000972,DOYLESTOWN FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6574,601001672,RAYMOND EXXON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6575,601001675,DOLLAR GENERAL #15088,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6576,601001854,GFS #2033,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6577,601001988,PILOT TRAVEL CTR #0732,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6578,601002078,DOLLAR GENERAL #15463,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6579,601002157,CIRCLE K #4702403,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6580,601002289,FAMILY DOLLAR #05612,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6581,601002378,BIG LOTS #1751,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6582,601002384,BELLSTORES #1066,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6583,601002392,HOME DEPOT #3805,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6584,601002423,DOLLAR GENERAL #03363,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6585,601002472,MARCS #72 KT KENT,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6586,601002514,ACME FRESH MKT #0021,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6587,601002775,FRESH THYME MKT #204IND,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6588,601002927,HOLIDAY INN EXPRESS,HOTEL/MOTEL/RESORT/I,LODGING,TRAVEL/TRANSPORTATION/HOSPITALITY,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6589,601003019,DOLLAR TREE #5824,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6590,601003156,WHITESTOWN MARATHON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6591,601003158,JAYS MINI MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6592,601003201,DOLLAR GENERAL #15430,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6593,601003225,FAMILY DOLLAR #11158,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6594,601003228,LORENZOS PIZZA,QSR-PIZZA,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6595,601003302,SPEEDWAY #6882,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6596,601003366,GOOD TO GO #0024,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6597,601003602,PATOKA LAKE DNR CONCESSIONS,OTHER AMUSEMENT,AMUSEMENT,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6598,601003714,DOLLAR GENERAL #15814,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6599,601003848,DIXIE MART #0002,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6600,601003863,RIZ LLC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6601,601004062,EAST RIVER CONVENIENT,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6602,601004070,FAMILY DOLLAR #11190,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6603,601004158,AMAZON PRIMENOW #UIN1,ECOMMERCE LARGE STOR,ECOMMERCE LARGE STORE,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6604,601004178,LUCCIS PLACE,QSR-PIZZA,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6605,601004215,WILLOUGHBY PETROLEUM INC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6606,601004384,SPARKLE BROOKFIELD,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6607,601004418,GAS GO,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6608,601004419,WEST ERIE GAS AND FOOD,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6609,601004606,BARNES AND NOBLE #0573,OTHER COLLEGE/UNIVER,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6610,601004730,CNR SHOP,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6611,601004770,DOLLAR GENERAL #16108,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6612,601004816,GET GO #3625,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6613,601005100,GET GO #3550,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6614,601005314,BRIMFIELD FAMILY RESTAURANT,FSR-ALL OTHER,FULL SERVICE RESTAURANT-FSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6615,601005401,SIBLEY MART #0002,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6616,601005429,GET GO #7551,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6617,601005434,WALMART #6476 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,Richard Marcum
6618,601005618,FUEL TANK AT FISHERS,OTHER AMUSEMENT,AMUSEMENT,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6619,601005661,CSTOP CONVENIENT STORE,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6620,601005753,STOP AND GO #0044,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6621,601005760,STOP AND GO #0055,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6622,601005840,MKR2,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6623,601005962,MCDONALDS #37453,QSR-HAMBURGER,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6624,601006168,CIRCLE K #4705702,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6625,601006320,TWICELIGHT LLC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6626,601006386,HOLIDAY INN EXPRESS AND SUITES SAN,HOTEL/MOTEL/RESORT/I,LODGING,TRAVEL/TRANSPORTATION/HOSPITALITY,ON PREMISE,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6627,601006433,ACE HARDWARE #15387,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,COLUMBUS RICKENBACKER,MID WEST MUGM,
6628,601006518,MICKEY MART #0061,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6629,601006551,COSTCO #1227,OTHER CLUB STORE,CLUB STORE,CLUB,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6630,601006669,HY MILER #2200,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6631,601006676,HY MILER #2205,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6632,601006834,BELLSTORES #1146,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6633,601006916,HY MILER #2254,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MANSFIELD, OH",MID WEST MUGM,
6634,601006953,MICKEY MART #0066,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6635,601006984,DOLLAR TREE #6748,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,COLUMBUS RICKENBACKER,MID WEST MUGM,
6636,601007148,MILLERS NORWALK,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6637,601007227,WALMART #5029 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,Katherine Fonde
6638,601007239,HOME DEPOT #3835,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6639,601007242,WALMART #3529 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,Richard Marcum
