donation_id,donor_id,date,amount,campaign
DN00014122,D01457,2024-12-07,75,Back to School
DN00014123,D01457,2025-01-26,1500,Year-End Giving
DN00014124,D01457,2025-02-04,2500,Back to School
DN00014125,D01457,2025-03-03,2500,Year-End Giving
DN00014126,D01457,2025-04-26,500,Back to School
DN00014127,D01457,2025-05-04,100,Spring Appeal
DN00014128,D01457,2025-06-21,100,Spring Appeal
DN00014129,D01457,2025-07-23,250,Back to School
DN00014130,D01457,2025-08-20,1000,Summer Drive
DN00014131,D01457,2025-09-07,150,Spring Appeal
DN00014132,D01458,2023-01-27,100,Spring Appeal
DN00014133,D01458,2023-02-14,250,Annual Gala
DN00014134,D01458,2023-03-28,2500,Spring Appeal
DN00014135,D01458,2023-04-27,1500,Summer Drive
DN00014136,D01458,2023-05-24,150,Spring Appeal
DN00014137,D01458,2023-06-27,50,Summer Drive
DN00014138,D01458,2023-07-25,500,Back to School
DN00014139,D01458,2023-08-05,75,Spring Appeal
DN00014140,D01458,2023-09-19,75,Spring Appeal
DN00014141,D01458,2023-10-02,25,Spring Appeal
DN00014142,D01458,2023-11-17,2500,Summer Drive
DN00014143,D01458,2023-12-28,25,Annual Gala
DN00014144,D01458,2024-01-25,500,Annual Gala
DN00014145,D01458,2024-02-05,75,Back to School
DN00014146,D01458,2024-03-06,75,Back to School
DN00014147,D01458,2024-04-14,100,Annual Gala
DN00014148,D01458,2024-05-19,50,Year-End Giving
DN00014149,D01458,2024-06-27,100,Annual Gala
DN00014150,D01458,2024-07-15,1500,Summer Drive
DN00014151,D01458,2024-08-02,1500,Back to School
DN00014152,D01458,2024-09-28,100,Spring Appeal
DN00014153,D01458,2024-10-19,250,Annual Gala
DN00014154,D01458,2024-11-25,500,Year-End Giving
DN00014155,D01458,2024-12-19,250,Back to School
DN00014156,D01458,2025-01-06,50,Summer Drive
DN00014157,D01458,2025-02-14,100,Spring Appeal
DN00014158,D01458,2025-03-08,500,Summer Drive
DN00014159,D01458,2025-04-14,25,Summer Drive
DN00014160,D01458,2025-05-27,150,Annual Gala
DN00014161,D01458,2025-06-04,250,Back to School
DN00014162,D01458,2025-07-15,25,Back to School
DN00014163,D01458,2025-08-12,500,Year-End Giving
DN00014164,D01458,2025-09-13,25,Back to School
DN00014165,D01459,2023-01-28,500,Year-End Giving
DN00014166,D01459,2023-02-27,250,Year-End Giving
DN00014167,D01459,2023-03-03,1000,Summer Drive
DN00014168,D01459,2023-04-12,150,Spring Appeal
DN00014169,D01459,2023-05-08,25,Annual Gala
DN00014170,D01459,2023-06-04,150,Year-End Giving
DN00014171,D01459,2023-07-16,2500,Spring Appeal
DN00014172,D01459,2023-08-05,50,Year-End Giving
DN00014173,D01459,2023-09-03,75,Annual Gala
DN00014174,D01459,2023-10-02,100,Back to School
DN00014175,D01459,2023-11-18,1000,Spring Appeal
DN00014176,D01459,2023-12-21,75,Summer Drive
DN00014177,D01459,2024-01-12,250,Spring Appeal
DN00014178,D01459,2024-02-11,1000,Back to School
DN00014179,D01459,2024-03-21,150,Annual Gala
DN00014180,D01459,2024-04-08,50,Spring Appeal
DN00014181,D01459,2024-05-27,50,Back to School
DN00014182,D01459,2024-06-14,500,Annual Gala
DN00014183,D01459,2024-07-13,500,Spring Appeal
DN00014184,D01459,2024-08-01,75,Spring Appeal
DN00014185,D01459,2024-09-02,1500,Year-End Giving
DN00014186,D01459,2024-10-05,500,Year-End Giving
DN00014187,D01459,2024-11-12,1500,Spring Appeal
DN00014188,D01459,2024-12-26,75,Spring Appeal
DN00014189,D01459,2025-01-06,75,Back to School
DN00014190,D01459,2025-02-13,100,Year-End Giving
DN00014191,D01459,2025-03-25,1500,Year-End Giving
DN00014192,D01459,2025-04-27,150,Year-End Giving
DN00014193,D01459,2025-05-09,1500,Year-End Giving
DN00014194,D01459,2025-06-17,2500,Year-End Giving
DN00014195,D01459,2025-07-21,150,Spring Appeal
DN00014196,D01459,2025-08-11,2500,Summer Drive
DN00014197,D01459,2025-09-15,150,Spring Appeal
DN00014198,D01460,2023-01-04,500,Year-End Giving
DN00014199,D01460,2023-02-15,500,Year-End Giving
DN00014200,D01460,2023-03-22,150,Year-End Giving
DN00014201,D01460,2023-04-12,25,Annual Gala
DN00014202,D01460,2023-05-20,1000,Back to School
DN00014203,D01460,2023-06-05,1000,Back to School
DN00014204,D01460,2023-07-28,1000,Spring Appeal
DN00014205,D01460,2023-08-28,250,Summer Drive
DN00014206,D01460,2023-09-21,100,Back to School
DN00014207,D01460,2023-10-14,500,Annual Gala
DN00014208,D01460,2023-11-01,25,Spring Appeal
DN00014209,D01460,2023-12-19,50,Back to School
DN00014210,D01460,2024-01-26,50,Summer Drive
DN00014211,D01460,2024-02-26,1000,Year-End Giving
DN00014212,D01460,2024-03-22,2500,Year-End Giving
DN00014213,D01460,2024-04-20,2500,Summer Drive
DN00014214,D01460,2024-05-28,2500,Spring Appeal
DN00014215,D01460,2024-06-27,100,Summer Drive
DN00014216,D01460,2024-07-10,25,Year-End Giving
DN00014217,D01460,2024-08-07,50,Spring Appeal
DN00014218,D01460,2024-09-04,50,Back to School
DN00014219,D01460,2024-10-05,50,Back to School
DN00014220,D01460,2024-11-09,150,Year-End Giving
DN00014221,D01460,2024-12-16,50,Back to School
DN00014222,D01460,2025-01-10,1000,Spring Appeal
DN00014223,D01460,2025-02-28,500,Spring Appeal
DN00014224,D01460,2025-03-14,500,Annual Gala
DN00014225,D01460,2025-04-24,1500,Back to School
DN00014226,D01460,2025-05-02,1500,Back to School
DN00014227,D01460,2025-06-12,2500,Back to School
DN00014228,D01460,2025-07-20,150,Summer Drive
DN00014229,D01460,2025-08-08,250,Annual Gala
DN00014230,D01460,2025-09-06,2500,Year-End Giving
DN00014231,D01461,2023-09-09,50,Back to School
DN00014232,D01461,2024-09-04,2500,Spring Appeal
DN00014233,D01461,2025-09-14,1500,Annual Gala
DN00014234,D01462,2023-12-04,75,Back to School
DN00014235,D01462,2024-12-08,150,Annual Gala
DN00014236,D01463,2023-04-22,100,Summer Drive
DN00014237,D01463,2024-04-13,1000,Year-End Giving
DN00014238,D01463,2025-04-04,1500,Spring Appeal
DN00014239,D01464,2023-01-03,1000,Year-End Giving
DN00014240,D01464,2023-02-20,100,Spring Appeal
DN00014241,D01464,2023-03-05,150,Spring Appeal
DN00014242,D01464,2023-04-12,100,Spring Appeal
DN00014243,D01464,2023-05-22,150,Annual Gala
DN00014244,D01464,2023-06-06,50,Annual Gala
DN00014245,D01464,2023-07-14,500,Back to School
DN00014246,D01464,2023-08-27,150,Annual Gala
DN00014247,D01464,2023-09-14,2500,Summer Drive
DN00014248,D01464,2023-10-11,25,Back to School
DN00014249,D01464,2023-11-01,75,Summer Drive
DN00014250,D01464,2023-12-12,500,Back to School
DN00014251,D01464,2024-01-03,250,Spring Appeal
DN00014252,D01464,2024-02-02,75,Spring Appeal
DN00014253,D01464,2024-03-09,500,Annual Gala
DN00014254,D01464,2024-04-19,50,Annual Gala
DN00014255,D01464,2024-05-17,500,Annual Gala
DN00014256,D01464,2024-06-19,50,Annual Gala
DN00014257,D01464,2024-07-09,25,Year-End Giving
DN00014258,D01464,2024-08-04,500,Year-End Giving
DN00014259,D01464,2024-09-27,100,Annual Gala
DN00014260,D01464,2024-10-08,500,Back to School
DN00014261,D01464,2024-11-10,500,Spring Appeal
DN00014262,D01464,2024-12-11,1500,Spring Appeal
DN00014263,D01464,2025-01-28,75,Year-End Giving
DN00014264,D01464,2025-02-14,2500,Back to School
DN00014265,D01464,2025-03-03,2500,Spring Appeal
DN00014266,D01464,2025-04-08,500,Year-End Giving
DN00014267,D01464,2025-05-02,100,Spring Appeal
DN00014268,D01464,2025-06-16,1500,Back to School
DN00014269,D01464,2025-07-15,1500,Summer Drive
DN00014270,D01464,2025-08-03,25,Year-End Giving
DN00014271,D01464,2025-09-10,250,Spring Appeal
DN00014272,D01465,2023-03-28,25,Year-End Giving
DN00014273,D01465,2024-03-16,50,Summer Drive
DN00014274,D01465,2025-03-04,150,Spring Appeal
DN00014275,D01466,2023-05-24,250,Year-End Giving
DN00014276,D01466,2024-05-11,1500,Back to School
DN00014277,D01466,2025-05-02,500,Spring Appeal
DN00014278,D01467,2023-02-15,75,Spring Appeal
DN00014279,D01467,2023-05-11,25,Back to School
DN00014280,D01467,2023-08-21,25,Year-End Giving
DN00014281,D01467,2023-11-24,25,Year-End Giving
DN00014282,D01467,2024-02-18,150,Back to School
DN00014283,D01467,2024-05-07,25,Back to School
DN00014284,D01467,2024-08-02,25,Summer Drive
DN00014285,D01467,2024-11-15,75,Year-End Giving
DN00014286,D01467,2025-02-08,150,Annual Gala
DN00014287,D01467,2025-05-13,1000,Summer Drive
DN00014288,D01467,2025-08-23,75,Back to School
DN00014289,D01468,2023-04-26,75,Year-End Giving
DN00014290,D01468,2024-04-13,150,Back to School
DN00014291,D01468,2025-04-25,25,Annual Gala
DN00014292,D01469,2023-04-10,2500,Back to School
DN00014293,D01469,2023-10-08,1500,Back to School
DN00014294,D01469,2024-04-25,500,Annual Gala
DN00014295,D01469,2024-10-24,2500,Spring Appeal
DN00014296,D01469,2025-04-10,100,Summer Drive
DN00014297,D01470,2023-01-28,500,Annual Gala
DN00014298,D01470,2023-02-02,500,Summer Drive
DN00014299,D01470,2023-03-08,1500,Spring Appeal
DN00014300,D01470,2023-04-08,25,Back to School
DN00014301,D01470,2023-05-22,500,Spring Appeal
DN00014302,D01470,2023-06-18,2500,Annual Gala
DN00014303,D01470,2023-07-07,25,Summer Drive
DN00014304,D01470,2023-08-11,150,Spring Appeal
DN00014305,D01470,2023-09-08,2500,Back to School
DN00014306,D01470,2023-10-24,500,Year-End Giving
DN00014307,D01470,2023-11-17,500,Back to School
DN00014308,D01470,2023-12-01,1500,Year-End Giving
DN00014309,D01470,2024-01-09,1500,Back to School
DN00014310,D01470,2024-02-24,100,Spring Appeal
DN00014311,D01470,2024-03-21,1000,Summer Drive
DN00014312,D01470,2024-04-19,25,Annual Gala
DN00014313,D01470,2024-05-02,250,Back to School
DN00014314,D01470,2024-06-02,100,Back to School
DN00014315,D01470,2024-07-01,2500,Spring Appeal
DN00014316,D01470,2024-08-15,75,Spring Appeal
DN00014317,D01470,2024-09-22,25,Summer Drive
DN00014318,D01470,2024-10-26,1500,Summer Drive
DN00014319,D01470,2024-11-27,100,Annual Gala
DN00014320,D01470,2024-12-18,250,Summer Drive
DN00014321,D01470,2025-01-21,50,Annual Gala
DN00014322,D01470,2025-02-09,250,Summer Drive
DN00014323,D01470,2025-03-01,75,Spring Appeal
DN00014324,D01470,2025-04-05,25,Spring Appeal
DN00014325,D01470,2025-05-03,50,Summer Drive
DN00014326,D01470,2025-06-08,1000,Spring Appeal
DN00014327,D01470,2025-07-11,150,Year-End Giving
DN00014328,D01470,2025-08-06,2500,Year-End Giving
DN00014329,D01470,2025-09-24,150,Summer Drive
DN00014330,D01471,2023-01-16,2500,Year-End Giving
DN00014331,D01471,2023-04-05,100,Year-End Giving
DN00014332,D01471,2023-07-05,50,Summer Drive
DN00014333,D01471,2023-10-23,25,Annual Gala
DN00014334,D01471,2024-01-26,100,Year-End Giving
DN00014335,D01471,2024-04-09,100,Year-End Giving
DN00014336,D01471,2024-07-15,500,Annual Gala
DN00014337,D01471,2024-10-09,2500,Year-End Giving
DN00014338,D01471,2025-01-03,2500,Summer Drive
DN00014339,D01471,2025-04-03,25,Spring Appeal
DN00014340,D01471,2025-07-19,250,Year-End Giving
DN00014341,D01472,2023-08-04,75,Spring Appeal
DN00014342,D01472,2024-08-16,500,Year-End Giving
DN00014343,D01472,2025-08-14,50,Year-End Giving
DN00014344,D01473,2023-03-22,150,Back to School
DN00014345,D01473,2023-09-24,1500,Annual Gala
DN00014346,D01473,2024-03-05,75,Back to School
DN00014347,D01473,2024-09-17,1000,Annual Gala
DN00014348,D01473,2025-03-22,100,Year-End Giving
DN00014349,D01473,2025-09-17,1500,Back to School
DN00014350,D01474,2023-02-09,250,Summer Drive
DN00014351,D01474,2023-05-17,150,Back to School
DN00014352,D01474,2023-08-02,1500,Back to School
DN00014353,D01474,2023-11-15,500,Annual Gala
DN00014354,D01474,2024-02-25,500,Annual Gala
DN00014355,D01474,2024-05-22,75,Summer Drive
DN00014356,D01474,2024-08-06,250,Annual Gala
DN00014357,D01474,2024-11-02,1000,Back to School
DN00014358,D01474,2025-02-25,50,Spring Appeal
DN00014359,D01474,2025-05-13,1500,Year-End Giving
DN00014360,D01474,2025-08-21,250,Back to School
DN00014361,D01475,2023-03-09,1500,Spring Appeal
DN00014362,D01475,2023-06-12,1000,Summer Drive
DN00014363,D01475,2023-09-04,1500,Back to School
DN00014364,D01475,2023-12-14,50,Spring Appeal
DN00014365,D01475,2024-03-15,250,Year-End Giving
DN00014366,D01475,2024-06-07,1500,Year-End Giving
DN00014367,D01475,2024-09-28,250,Annual Gala
DN00014368,D01475,2024-12-05,25,Annual Gala
DN00014369,D01475,2025-03-10,500,Back to School
DN00014370,D01475,2025-06-05,50,Year-End Giving
DN00014371,D01475,2025-09-07,100,Year-End Giving
DN00014372,D01476,2023-03-01,1000,Annual Gala
DN00014373,D01476,2023-06-23,25,Back to School
DN00014374,D01476,2023-09-09,25,Back to School
DN00014375,D01476,2023-12-23,250,Spring Appeal
DN00014376,D01476,2024-03-10,250,Summer Drive
DN00014377,D01476,2024-06-04,25,Summer Drive
DN00014378,D01476,2024-09-08,50,Annual Gala
DN00014379,D01476,2024-12-28,75,Spring Appeal
DN00014380,D01476,2025-03-13,150,Annual Gala
DN00014381,D01476,2025-06-23,75,Year-End Giving
DN00014382,D01476,2025-09-10,75,Spring Appeal
DN00014383,D01477,2023-03-24,150,Back to School
DN00014384,D01477,2023-06-16,75,Back to School
DN00014385,D01477,2023-09-15,250,Spring Appeal
DN00014386,D01477,2023-12-27,1500,Back to School
DN00014387,D01477,2024-03-09,25,Year-End Giving
DN00014388,D01477,2024-06-09,100,Year-End Giving
DN00014389,D01477,2024-09-11,150,Back to School
DN00014390,D01477,2024-12-16,2500,Summer Drive
DN00014391,D01477,2025-03-12,75,Spring Appeal
DN00014392,D01477,2025-06-17,1500,Annual Gala
DN00014393,D01477,2025-09-17,1000,Annual Gala
DN00014394,D01478,2023-01-01,100,Back to School
DN00014395,D01478,2024-01-17,150,Year-End Giving
DN00014396,D01478,2025-01-08,1500,Spring Appeal
DN00014397,D01479,2023-04-21,100,Back to School
DN00014398,D01479,2024-04-17,2500,Year-End Giving
DN00014399,D01479,2025-04-06,2500,Summer Drive
DN00014400,D01480,2023-01-24,2500,Year-End Giving
DN00014401,D01480,2024-01-01,50,Summer Drive
DN00014402,D01480,2025-01-11,1000,Year-End Giving
DN00014403,D01481,2023-02-04,1500,Year-End Giving
DN00014404,D01481,2024-02-27,500,Annual Gala
DN00014405,D01481,2025-02-11,50,Back to School
DN00014406,D01482,2023-02-11,250,Back to School
DN00014407,D01482,2024-02-24,50,Back to School
DN00014408,D01482,2025-02-06,250,Back to School
DN00014409,D01483,2023-01-23,500,Back to School
DN00014410,D01483,2024-01-19,50,Year-End Giving
DN00014411,D01483,2025-01-17,100,Back to School
DN00014412,D01484,2023-03-09,1000,Year-End Giving
DN00014413,D01484,2023-06-07,1500,Year-End Giving
DN00014414,D01484,2023-09-15,50,Summer Drive
DN00014415,D01484,2023-12-02,100,Spring Appeal
DN00014416,D01484,2024-03-22,100,Annual Gala
DN00014417,D01484,2024-06-15,100,Spring Appeal
DN00014418,D01484,2024-09-01,100,Summer Drive
DN00014419,D01484,2024-12-25,250,Spring Appeal
DN00014420,D01484,2025-03-02,50,Year-End Giving
DN00014421,D01484,2025-06-19,1500,Summer Drive
DN00014422,D01484,2025-09-21,50,Year-End Giving
DN00014423,D01485,2023-10-22,100,Year-End Giving
DN00014424,D01485,2024-10-10,250,Spring Appeal
DN00014425,D01486,2023-09-23,100,Back to School
DN00014426,D01486,2024-09-28,2500,Annual Gala
DN00014427,D01486,2025-09-01,75,Spring Appeal
DN00014428,D01487,2023-03-26,75,Summer Drive
DN00014429,D01487,2024-03-05,2500,Summer Drive
DN00014430,D01487,2025-03-11,1000,Summer Drive
DN00014431,D01488,2023-08-14,100,Back to School
DN00014432,D01488,2024-08-01,150,Summer Drive
DN00014433,D01488,2025-08-05,500,Year-End Giving
DN00014434,D01489,2023-01-07,500,Annual Gala
DN00014435,D01489,2023-02-26,2500,Back to School
DN00014436,D01489,2023-03-17,100,Annual Gala
DN00014437,D01489,2023-04-01,500,Summer Drive
DN00014438,D01489,2023-05-03,250,Annual Gala
DN00014439,D01489,2023-06-21,50,Spring Appeal
DN00014440,D01489,2023-07-03,75,Back to School
DN00014441,D01489,2023-08-03,1500,Year-End Giving
DN00014442,D01489,2023-09-07,150,Summer Drive
DN00014443,D01489,2023-10-12,50,Back to School
DN00014444,D01489,2023-11-22,500,Year-End Giving
DN00014445,D01489,2023-12-01,1500,Summer Drive
DN00014446,D01489,2024-01-20,25,Back to School
DN00014447,D01489,2024-02-24,25,Annual Gala
DN00014448,D01489,2024-03-09,250,Back to School
DN00014449,D01489,2024-04-17,75,Annual Gala
DN00014450,D01489,2024-05-20,100,Annual Gala
DN00014451,D01489,2024-06-02,150,Back to School
DN00014452,D01489,2024-07-08,100,Back to School
DN00014453,D01489,2024-08-09,150,Back to School
DN00014454,D01489,2024-09-14,250,Year-End Giving
DN00014455,D01489,2024-10-25,150,Year-End Giving
DN00014456,D01489,2024-11-19,50,Spring Appeal
DN00014457,D01489,2024-12-18,1000,Summer Drive
DN00014458,D01489,2025-01-17,250,Year-End Giving
DN00014459,D01489,2025-02-07,100,Spring Appeal
DN00014460,D01489,2025-03-14,150,Annual Gala
DN00014461,D01489,2025-04-17,250,Year-End Giving
DN00014462,D01489,2025-05-03,250,Year-End Giving
DN00014463,D01489,2025-06-27,50,Summer Drive
DN00014464,D01489,2025-07-24,2500,Spring Appeal
DN00014465,D01489,2025-08-27,250,Summer Drive
DN00014466,D01489,2025-09-27,75,Annual Gala
DN00014467,D01490,2023-03-08,150,Summer Drive
DN00014468,D01490,2023-06-22,50,Summer Drive
DN00014469,D01490,2023-09-21,50,Year-End Giving
DN00014470,D01490,2023-12-06,150,Spring Appeal
DN00014471,D01490,2024-03-21,250,Spring Appeal
DN00014472,D01490,2024-06-12,250,Summer Drive
DN00014473,D01490,2024-09-17,150,Spring Appeal
DN00014474,D01490,2024-12-24,100,Summer Drive
DN00014475,D01490,2025-03-16,50,Summer Drive
DN00014476,D01490,2025-06-22,1000,Back to School
DN00014477,D01490,2025-09-19,1000,Summer Drive
DN00014478,D01491,2023-03-12,50,Back to School
DN00014479,D01491,2023-09-18,75,Back to School
DN00014480,D01491,2024-03-07,1000,Back to School
DN00014481,D01491,2024-09-12,150,Year-End Giving
DN00014482,D01491,2025-03-26,2500,Back to School
DN00014483,D01491,2025-09-09,2500,Spring Appeal
DN00014484,D01492,2023-02-26,100,Spring Appeal
DN00014485,D01492,2023-08-10,500,Spring Appeal
DN00014486,D01492,2024-02-11,25,Year-End Giving
DN00014487,D01492,2024-08-04,25,Annual Gala
DN00014488,D01492,2025-02-17,250,Back to School
DN00014489,D01492,2025-08-14,50,Back to School
DN00014490,D01493,2023-01-04,2500,Annual Gala
DN00014491,D01493,2023-04-14,75,Year-End Giving
DN00014492,D01493,2023-07-22,2500,Summer Drive
DN00014493,D01493,2023-10-27,25,Spring Appeal
DN00014494,D01493,2024-01-11,50,Year-End Giving
DN00014495,D01493,2024-04-05,75,Year-End Giving
DN00014496,D01493,2024-07-25,75,Year-End Giving
DN00014497,D01493,2024-10-09,150,Summer Drive
DN00014498,D01493,2025-01-13,500,Year-End Giving
DN00014499,D01493,2025-04-16,250,Annual Gala
DN00014500,D01493,2025-07-23,25,Summer Drive
DN00014501,D01494,2023-04-25,75,Back to School
DN00014502,D01494,2023-10-26,25,Annual Gala
DN00014503,D01494,2024-04-28,1000,Summer Drive
DN00014504,D01494,2024-10-17,150,Annual Gala
DN00014505,D01494,2025-04-05,50,Annual Gala
DN00014506,D01495,2023-01-26,50,Year-End Giving
DN00014507,D01495,2023-02-09,2500,Annual Gala
DN00014508,D01495,2023-03-28,250,Summer Drive
DN00014509,D01495,2023-04-05,500,Summer Drive
DN00014510,D01495,2023-05-16,2500,Summer Drive
DN00014511,D01495,2023-06-26,1000,Back to School
DN00014512,D01495,2023-07-21,50,Annual Gala
DN00014513,D01495,2023-08-14,500,Annual Gala
DN00014514,D01495,2023-09-14,500,Back to School
DN00014515,D01495,2023-10-07,100,Spring Appeal
DN00014516,D01495,2023-11-05,500,Annual Gala
DN00014517,D01495,2023-12-15,1000,Year-End Giving
DN00014518,D01495,2024-01-27,25,Back to School
DN00014519,D01495,2024-02-27,150,Year-End Giving
DN00014520,D01495,2024-03-07,2500,Back to School
DN00014521,D01495,2024-04-26,2500,Annual Gala
DN00014522,D01495,2024-05-25,250,Spring Appeal
DN00014523,D01495,2024-06-17,150,Year-End Giving
DN00014524,D01495,2024-07-23,2500,Spring Appeal
DN00014525,D01495,2024-08-11,25,Spring Appeal
DN00014526,D01495,2024-09-12,100,Annual Gala
DN00014527,D01495,2024-10-04,100,Summer Drive
DN00014528,D01495,2024-11-14,250,Spring Appeal
DN00014529,D01495,2024-12-03,50,Summer Drive
DN00014530,D01495,2025-01-14,100,Summer Drive
DN00014531,D01495,2025-02-12,2500,Summer Drive
DN00014532,D01495,2025-03-15,25,Back to School
DN00014533,D01495,2025-04-12,250,Annual Gala
DN00014534,D01495,2025-05-17,150,Spring Appeal
DN00014535,D01495,2025-06-24,1000,Summer Drive
DN00014536,D01495,2025-07-14,50,Spring Appeal
DN00014537,D01495,2025-08-10,100,Spring Appeal
DN00014538,D01495,2025-09-08,1000,Summer Drive
DN00014539,D01496,2023-01-25,50,Spring Appeal
DN00014540,D01496,2023-07-14,2500,Year-End Giving
DN00014541,D01496,2024-01-23,2500,Back to School
DN00014542,D01496,2024-07-10,2500,Back to School
DN00014543,D01496,2025-01-08,1000,Year-End Giving
DN00014544,D01496,2025-07-13,1000,Year-End Giving
DN00014545,D01497,2023-01-28,2500,Back to School
DN00014546,D01497,2023-02-03,2500,Annual Gala
DN00014547,D01497,2023-03-22,250,Summer Drive
DN00014548,D01497,2023-04-07,75,Back to School
DN00014549,D01497,2023-05-08,75,Summer Drive
DN00014550,D01497,2023-06-08,25,Year-End Giving
DN00014551,D01497,2023-07-24,250,Year-End Giving
DN00014552,D01497,2023-08-11,1000,Spring Appeal
DN00014553,D01497,2023-09-16,1000,Back to School
DN00014554,D01497,2023-10-03,50,Spring Appeal
DN00014555,D01497,2023-11-15,1500,Annual Gala
DN00014556,D01497,2023-12-15,2500,Annual Gala
DN00014557,D01497,2024-01-17,25,Back to School
DN00014558,D01497,2024-02-09,2500,Year-End Giving
DN00014559,D01497,2024-03-17,50,Summer Drive
DN00014560,D01497,2024-04-15,50,Annual Gala
DN00014561,D01497,2024-05-02,50,Year-End Giving
DN00014562,D01497,2024-06-22,150,Year-End Giving
DN00014563,D01497,2024-07-18,1500,Spring Appeal
DN00014564,D01497,2024-08-10,250,Annual Gala
DN00014565,D01497,2024-09-27,500,Summer Drive
DN00014566,D01497,2024-10-24,2500,Summer Drive
DN00014567,D01497,2024-11-02,25,Annual Gala
DN00014568,D01497,2024-12-15,1000,Summer Drive
DN00014569,D01497,2025-01-14,250,Back to School
DN00014570,D01497,2025-02-07,150,Back to School
DN00014571,D01497,2025-03-04,75,Year-End Giving
DN00014572,D01497,2025-04-07,75,Year-End Giving
DN00014573,D01497,2025-05-20,150,Annual Gala
DN00014574,D01497,2025-06-06,1000,Summer Drive
DN00014575,D01497,2025-07-21,150,Spring Appeal
DN00014576,D01497,2025-08-26,500,Annual Gala
DN00014577,D01497,2025-09-13,2500,Annual Gala
DN00014578,D01498,2023-03-22,250,Back to School
DN00014579,D01498,2024-03-28,1000,Annual Gala
DN00014580,D01498,2025-03-17,75,Annual Gala
DN00014581,D01499,2023-01-11,500,Summer Drive
DN00014582,D01499,2023-04-19,250,Annual Gala
DN00014583,D01499,2023-07-16,500,Year-End Giving
DN00014584,D01499,2023-10-10,250,Summer Drive
DN00014585,D01499,2024-01-28,25,Back to School
DN00014586,D01499,2024-04-21,1000,Spring Appeal
DN00014587,D01499,2024-07-13,75,Year-End Giving
DN00014588,D01499,2024-10-15,2500,Annual Gala
DN00014589,D01499,2025-01-09,2500,Annual Gala
DN00014590,D01499,2025-04-24,50,Year-End Giving
DN00014591,D01499,2025-07-20,50,Year-End Giving
DN00014592,D01500,2023-01-05,1500,Year-End Giving
DN00014593,D01500,2023-04-17,250,Year-End Giving
DN00014594,D01500,2023-07-27,50,Year-End Giving
DN00014595,D01500,2023-10-16,25,Spring Appeal
DN00014596,D01500,2024-01-12,1500,Spring Appeal
DN00014597,D01500,2024-04-07,50,Summer Drive
DN00014598,D01500,2024-07-20,50,Spring Appeal
DN00014599,D01500,2024-10-01,2500,Annual Gala
DN00014600,D01500,2025-01-12,1500,Summer Drive
DN00014601,D01500,2025-04-07,100,Back to School
DN00014602,D01500,2025-07-10,50,Year-End Giving
DN00014603,D01501,2023-12-19,250,Back to School
DN00014604,D01501,2024-12-19,25,Spring Appeal
DN00014605,D01502,2023-02-21,250,Back to School
DN00014606,D01502,2023-05-19,1000,Summer Drive
DN00014607,D01502,2023-08-17,150,Back to School
DN00014608,D01502,2023-11-09,50,Back to School
DN00014609,D01502,2024-02-02,100,Back to School
DN00014610,D01502,2024-05-05,50,Spring Appeal
DN00014611,D01502,2024-08-21,1000,Back to School
DN00014612,D01502,2024-11-09,75,Annual Gala
DN00014613,D01502,2025-02-28,50,Year-End Giving
DN00014614,D01502,2025-05-18,50,Annual Gala
DN00014615,D01502,2025-08-14,75,Back to School
DN00014616,D01503,2023-01-07,75,Back to School
DN00014617,D01503,2023-07-28,100,Spring Appeal
DN00014618,D01503,2024-01-18,75,Summer Drive
DN00014619,D01503,2024-07-13,25,Summer Drive
DN00014620,D01503,2025-01-12,75,Year-End Giving
DN00014621,D01503,2025-07-17,1000,Spring Appeal
DN00014622,D01504,2023-02-02,2500,Summer Drive
DN00014623,D01504,2023-05-11,1500,Back to School
DN00014624,D01504,2023-08-21,25,Year-End Giving
DN00014625,D01504,2023-11-13,1500,Summer Drive
DN00014626,D01504,2024-02-07,2500,Summer Drive
DN00014627,D01504,2024-05-20,150,Spring Appeal
DN00014628,D01504,2024-08-16,1000,Summer Drive
DN00014629,D01504,2024-11-04,250,Summer Drive
DN00014630,D01504,2025-02-07,25,Back to School
DN00014631,D01504,2025-05-09,1000,Year-End Giving
DN00014632,D01504,2025-08-20,1000,Year-End Giving
DN00014633,D01505,2023-03-23,50,Summer Drive
DN00014634,D01505,2023-06-21,1500,Spring Appeal
DN00014635,D01505,2023-09-04,1000,Summer Drive
DN00014636,D01505,2023-12-15,25,Summer Drive
DN00014637,D01505,2024-03-12,75,Back to School
DN00014638,D01505,2024-06-06,100,Spring Appeal
DN00014639,D01505,2024-09-28,150,Annual Gala
DN00014640,D01505,2024-12-22,25,Spring Appeal
DN00014641,D01505,2025-03-19,1500,Year-End Giving
DN00014642,D01505,2025-06-09,25,Annual Gala
DN00014643,D01505,2025-09-12,75,Summer Drive
DN00014644,D01506,2023-02-04,1000,Back to School
DN00014645,D01506,2024-02-27,1000,Spring Appeal
DN00014646,D01506,2025-02-02,1500,Annual Gala
DN00014647,D01507,2023-07-13,25,Back to School
DN00014648,D01507,2024-07-07,75,Summer Drive
DN00014649,D01507,2025-07-15,100,Back to School
DN00014650,D01508,2023-01-09,50,Summer Drive
DN00014651,D01508,2023-02-09,1500,Back to School
DN00014652,D01508,2023-03-12,250,Spring Appeal
DN00014653,D01508,2023-04-21,150,Spring Appeal
