youth_id,assessment_date,literacy_score,digital_learning_completion
Y1342,2025-01-15,65,57
Y1343,2025-01-15,79,74
Y1344,2025-01-15,62,48
Y1345,2025-01-15,76,75
Y1346,2025-01-15,80,79
Y1347,2025-01-15,74,59
Y1348,2025-01-15,82,63
Y1349,2025-01-15,81,64
Y1350,2025-01-15,68,64
Y1351,2025-01-15,67,54
Y1352,2025-01-15,60,45
Y1353,2025-01-15,86,79
Y1354,2025-01-15,76,76
Y1355,2025-01-15,67,63
Y1356,2025-01-15,60,57
Y1357,2025-01-15,79,68
Y1358,2025-01-15,63,57
Y1359,2025-01-15,61,46
Y1360,2025-01-15,65,52
Y1361,2025-01-15,87,71
Y1362,2025-01-15,73,65
Y1363,2025-01-15,75,63
Y1364,2025-01-15,82,67
Y1365,2025-01-15,80,61
Y1366,2025-01-15,84,69
Y1367,2025-01-15,74,54
Y1368,2025-01-15,64,55
Y1369,2025-01-15,67,49
Y1370,2025-01-15,84,70
Y1371,2025-01-15,77,62
Y1372,2025-01-15,80,70
Y1373,2025-01-15,66,58
Y1374,2025-01-15,70,57
Y1375,2025-01-15,74,58
Y1376,2025-01-15,72,68
Y1377,2025-01-15,60,40
Y1378,2025-01-15,78,71
Y1379,2025-01-15,69,50
Y1380,2025-01-15,82,80
Y1381,2025-01-15,79,75
Y1382,2025-01-15,84,64
Y1383,2025-01-15,65,55
Y1384,2025-01-15,69,51
Y1385,2025-01-15,71,57
Y1386,2025-01-15,67,59
Y1387,2025-01-15,59,40
Y1388,2025-01-15,72,65
Y1389,2025-01-15,66,47
Y1390,2025-01-15,62,44
Y1391,2025-01-15,63,44
Y1392,2025-01-15,74,69
Y1393,2025-01-15,83,79
Y1394,2025-01-15,84,68
Y1395,2025-01-15,61,44
Y1396,2025-01-15,68,59
Y1397,2025-01-15,83,73
Y1398,2025-01-15,67,61
Y1399,2025-01-15,79,75
Y1400,2025-01-15,80,71
Y1401,2025-01-15,67,49
Y1402,2025-01-15,79,76
Y1403,2025-01-15,85,82
Y1404,2025-01-15,79,64
Y1405,2025-01-15,80,76
Y1406,2025-01-15,75,59
Y1407,2025-01-15,79,64
Y1408,2025-01-15,67,57
Y1409,2025-01-15,82,76
Y1410,2025-01-15,80,80
Y1411,2025-01-15,84,69
Y1412,2025-01-15,83,72
Y1413,2025-01-15,81,69
Y1414,2025-01-15,63,63
Y1415,2025-01-15,89,72
Y1416,2025-01-15,66,59
Y1417,2025-01-15,63,58
Y1418,2025-01-15,79,60
Y1419,2025-01-15,59,43
Y1420,2025-01-15,78,69
Y1421,2025-01-15,85,76
Y1422,2025-01-15,63,63
Y1423,2025-01-15,79,69
Y1424,2025-01-15,88,88
Y1425,2025-01-15,69,68
Y1426,2025-01-15,61,49
Y1427,2025-01-15,70,50
Y1428,2025-01-15,65,49
Y1429,2025-01-15,85,67
Y1430,2025-01-15,68,50
Y1431,2025-01-15,57,37
Y1432,2025-01-15,78,71
Y1433,2025-01-15,78,63
Y1434,2025-01-15,66,46
Y1435,2025-01-15,81,77
Y1436,2025-01-15,66,62
Y1437,2025-01-15,79,62
Y1438,2025-01-15,74,61
Y1439,2025-01-15,79,79
Y1440,2025-01-15,88,84
Y1441,2025-01-15,73,58
Y1442,2025-01-15,63,50
Y1443,2025-01-15,75,75
Y1444,2025-01-15,67,47
Y1445,2025-01-15,72,56
Y1446,2025-01-15,68,61
Y1447,2025-01-15,68,55
Y1448,2025-01-15,69,54
Y1449,2025-01-15,88,69
Y1450,2025-01-15,74,72
Y1451,2025-01-15,83,83
Y1452,2025-01-15,86,72
Y1453,2025-01-15,68,67
Y1454,2025-01-15,69,57
Y1455,2025-01-15,73,69
Y1456,2025-01-15,79,63
Y1457,2025-01-15,70,52
Y1458,2025-01-15,76,63
Y1459,2025-01-15,64,53
Y1460,2025-01-15,63,62
Y1461,2025-01-15,71,62
Y1462,2025-01-15,67,56
Y1463,2025-01-15,68,48
Y1464,2025-01-15,57,37
Y1465,2025-01-15,77,70
Y1466,2025-01-15,61,52
Y1467,2025-01-15,68,61
Y1468,2025-01-15,70,59
Y1469,2025-01-15,69,57
Y1470,2025-01-15,85,73
Y1471,2025-01-15,70,56
Y1472,2025-01-15,83,76
Y1473,2025-01-15,85,81
Y1474,2025-01-15,65,50
Y1475,2025-01-15,60,44
Y1476,2025-01-15,63,50
Y1477,2025-01-15,68,55
Y1478,2025-01-15,60,42
Y1479,2025-01-15,85,76
Y1480,2025-01-15,76,68
Y1481,2025-01-15,68,49
Y1482,2025-01-15,82,81
Y1483,2025-01-15,84,75
Y1484,2025-01-15,63,59
Y1485,2025-01-15,73,57
Y1486,2025-01-15,65,62
Y1487,2025-01-15,67,52
Y1488,2025-01-15,83,65
Y1489,2025-01-15,63,47
Y1490,2025-01-15,79,74
Y1491,2025-01-15,72,64
Y1492,2025-01-15,79,73
Y1493,2025-01-15,81,78
Y1494,2025-01-15,67,49
Y1495,2025-01-15,72,54
Y1496,2025-01-15,84,82
Y1497,2025-01-15,73,62
Y1498,2025-01-15,77,77
Y1499,2025-01-15,72,71
Y1500,2025-01-15,66,56
Y0001,2025-04-15,82,75
Y0002,2025-04-15,57,49
Y0003,2025-04-15,73,69
Y0004,2025-04-15,71,51
Y0005,2025-04-15,64,64
Y0006,2025-04-15,61,51
Y0007,2025-04-15,65,62
Y0008,2025-04-15,70,58
Y0009,2025-04-15,78,63
Y0010,2025-04-15,56,39
Y0011,2025-04-15,61,43
Y0012,2025-04-15,69,62
Y0013,2025-04-15,66,61
Y0014,2025-04-15,66,55
Y0015,2025-04-15,74,61
Y0016,2025-04-15,63,61
Y0017,2025-04-15,75,55
Y0018,2025-04-15,75,59
Y0019,2025-04-15,68,52
Y0020,2025-04-15,62,50
Y0021,2025-04-15,66,65
Y0022,2025-04-15,73,57
Y0023,2025-04-15,75,68
Y0024,2025-04-15,76,61
Y0025,2025-04-15,69,67
Y0026,2025-04-15,72,62
Y0027,2025-04-15,68,55
Y0028,2025-04-15,68,49
Y0029,2025-04-15,63,48
Y0030,2025-04-15,71,66
Y0031,2025-04-15,80,72
Y0032,2025-04-15,63,45
Y0033,2025-04-15,68,51
Y0034,2025-04-15,84,81
Y0035,2025-04-15,56,51
Y0036,2025-04-15,83,66
Y0037,2025-04-15,57,41
Y0038,2025-04-15,65,64
Y0039,2025-04-15,81,68
Y0040,2025-04-15,83,76
Y0041,2025-04-15,59,55
Y0042,2025-04-15,59,56
Y0043,2025-04-15,73,53
Y0044,2025-04-15,58,38
Y0045,2025-04-15,76,62
Y0046,2025-04-15,78,75
Y0047,2025-04-15,67,55
Y0048,2025-04-15,78,70
Y0049,2025-04-15,80,63
Y0050,2025-04-15,82,81
Y0051,2025-04-15,82,62
Y0052,2025-04-15,84,74
Y0053,2025-04-15,76,58
Y0054,2025-04-15,63,50
Y0055,2025-04-15,85,84
Y0056,2025-04-15,75,55
Y0057,2025-04-15,66,52
Y0058,2025-04-15,79,69
Y0059,2025-04-15,78,61
Y0060,2025-04-15,70,69
Y0061,2025-04-15,83,67
Y0062,2025-04-15,82,73
Y0063,2025-04-15,72,60
Y0064,2025-04-15,63,43
Y0065,2025-04-15,80,80
Y0066,2025-04-15,59,52
Y0067,2025-04-15,81,67
Y0068,2025-04-15,85,79
Y0069,2025-04-15,58,44
Y0070,2025-04-15,59,51
Y0071,2025-04-15,62,50
Y0072,2025-04-15,62,61
Y0073,2025-04-15,67,49
Y0074,2025-04-15,68,48
Y0075,2025-04-15,59,45
Y0076,2025-04-15,64,45
Y0077,2025-04-15,77,61
Y0078,2025-04-15,71,71
Y0079,2025-04-15,65,65
Y0080,2025-04-15,78,65
Y0081,2025-04-15,63,46
Y0082,2025-04-15,72,68
Y0083,2025-04-15,67,67
Y0084,2025-04-15,60,43
Y0085,2025-04-15,75,65
Y0086,2025-04-15,65,54
Y0087,2025-04-15,76,57
Y0088,2025-04-15,72,55
Y0089,2025-04-15,67,66
Y0090,2025-04-15,65,64
Y0091,2025-04-15,81,79
Y0092,2025-04-15,82,79
Y0093,2025-04-15,82,81
Y0094,2025-04-15,68,62
Y0095,2025-04-15,66,62
Y0096,2025-04-15,77,63
Y0097,2025-04-15,60,40
Y0098,2025-04-15,70,63
Y0099,2025-04-15,85,68
Y0100,2025-04-15,80,74
Y0101,2025-04-15,68,50
Y0102,2025-04-15,70,55
Y0103,2025-04-15,79,74
Y0104,2025-04-15,70,70
Y0105,2025-04-15,69,59
Y0106,2025-04-15,72,63
Y0107,2025-04-15,78,71
Y0108,2025-04-15,78,58
Y0109,2025-04-15,61,44
Y0110,2025-04-15,73,67
Y0111,2025-04-15,63,51
Y0112,2025-04-15,85,83
Y0113,2025-04-15,77,73
Y0114,2025-04-15,60,57
Y0115,2025-04-15,75,69
Y0116,2025-04-15,86,69
Y0117,2025-04-15,63,57
Y0118,2025-04-15,60,47
Y0119,2025-04-15,63,45
Y0120,2025-04-15,56,49
Y0121,2025-04-15,71,56
Y0122,2025-04-15,62,52
Y0123,2025-04-15,84,76
Y0124,2025-04-15,74,73
Y0125,2025-04-15,62,57
Y0126,2025-04-15,59,54
Y0127,2025-04-15,69,65
Y0128,2025-04-15,84,66
Y0129,2025-04-15,82,77
Y0130,2025-04-15,81,74
Y0131,2025-04-15,79,79
Y0132,2025-04-15,70,57
Y0133,2025-04-15,62,62
Y0134,2025-04-15,69,55
Y0135,2025-04-15,67,63
Y0136,2025-04-15,62,43
Y0137,2025-04-15,78,78
Y0138,2025-04-15,79,60
Y0139,2025-04-15,82,81
Y0140,2025-04-15,63,56
Y0141,2025-04-15,71,51
Y0142,2025-04-15,77,73
Y0143,2025-04-15,64,54
Y0144,2025-04-15,80,62
Y0145,2025-04-15,63,58
Y0146,2025-04-15,74,74
Y0147,2025-04-15,70,59
Y0148,2025-04-15,85,75
Y0149,2025-04-15,66,63
Y0150,2025-04-15,74,69
Y0151,2025-04-15,64,52
Y0152,2025-04-15,80,69
Y0153,2025-04-15,78,76
Y0154,2025-04-15,82,72
Y0155,2025-04-15,60,47
Y0156,2025-04-15,58,58
Y0157,2025-04-15,57,41
Y0158,2025-04-15,77,76
Y0159,2025-04-15,85,67
Y0160,2025-04-15,67,52
Y0161,2025-04-15,77,68
Y0162,2025-04-15,59,53
Y0163,2025-04-15,79,61
Y0164,2025-04-15,63,43
Y0165,2025-04-15,59,44
Y0166,2025-04-15,79,73
Y0167,2025-04-15,69,50
Y0168,2025-04-15,77,59
Y0169,2025-04-15,78,72
Y0170,2025-04-15,74,73
Y0171,2025-04-15,66,62
Y0172,2025-04-15,66,61
Y0173,2025-04-15,70,55
Y0174,2025-04-15,82,75
Y0175,2025-04-15,70,53
Y0176,2025-04-15,78,58
Y0177,2025-04-15,72,70
Y0178,2025-04-15,57,43
Y0179,2025-04-15,84,67
Y0180,2025-04-15,66,57
Y0181,2025-04-15,75,67
Y0182,2025-04-15,72,60
Y0183,2025-04-15,73,57
Y0184,2025-04-15,70,62
Y0185,2025-04-15,79,79
Y0186,2025-04-15,78,70
Y0187,2025-04-15,69,53
Y0188,2025-04-15,68,57
Y0189,2025-04-15,69,55
Y0190,2025-04-15,71,70
Y0191,2025-04-15,65,45
Y0192,2025-04-15,78,65
Y0193,2025-04-15,68,51
Y0194,2025-04-15,78,62
Y0195,2025-04-15,79,62
Y0196,2025-04-15,63,57
Y0197,2025-04-15,82,66
Y0198,2025-04-15,64,55
Y0199,2025-04-15,71,57
Y0200,2025-04-15,63,59
Y0201,2025-04-15,63,58
Y0202,2025-04-15,72,61
Y0203,2025-04-15,67,51
Y0204,2025-04-15,85,83
Y0205,2025-04-15,79,72
Y0206,2025-04-15,87,69
Y0207,2025-04-15,77,61
Y0208,2025-04-15,87,83
Y0209,2025-04-15,67,64
Y0210,2025-04-15,74,58
Y0211,2025-04-15,78,67
Y0212,2025-04-15,79,79
Y0213,2025-04-15,64,45
Y0214,2025-04-15,76,56
Y0215,2025-04-15,80,80
Y0216,2025-04-15,81,68
Y0217,2025-04-15,65,47
Y0218,2025-04-15,84,68
Y0219,2025-04-15,80,64
Y0220,2025-04-15,67,66
Y0221,2025-04-15,85,70
Y0222,2025-04-15,62,45
Y0223,2025-04-15,67,50
Y0224,2025-04-15,59,56
Y0225,2025-04-15,68,66
Y0226,2025-04-15,85,85
Y0227,2025-04-15,61,53
Y0228,2025-04-15,76,57
Y0229,2025-04-15,83,83
Y0230,2025-04-15,64,52
Y0231,2025-04-15,74,54
Y0232,2025-04-15,68,58
Y0233,2025-04-15,71,62
Y0234,2025-04-15,82,75
Y0235,2025-04-15,79,72
Y0236,2025-04-15,68,50
Y0237,2025-04-15,58,50
Y0238,2025-04-15,71,55
Y0239,2025-04-15,70,61
Y0240,2025-04-15,83,74
Y0241,2025-04-15,66,64
Y0242,2025-04-15,79,60
Y0243,2025-04-15,59,41
Y0244,2025-04-15,75,74
Y0245,2025-04-15,66,51
Y0246,2025-04-15,84,79
Y0247,2025-04-15,82,68
Y0248,2025-04-15,77,66
Y0249,2025-04-15,76,59
Y0250,2025-04-15,74,70
Y0251,2025-04-15,72,54
Y0252,2025-04-15,77,69
Y0253,2025-04-15,63,59
Y0254,2025-04-15,62,55
Y0255,2025-04-15,65,61
Y0256,2025-04-15,68,53
Y0257,2025-04-15,78,77
Y0258,2025-04-15,67,52
Y0259,2025-04-15,84,77
Y0260,2025-04-15,68,64
Y0261,2025-04-15,64,47
Y0262,2025-04-15,67,57
Y0263,2025-04-15,77,61
Y0264,2025-04-15,77,57
Y0265,2025-04-15,70,53
Y0266,2025-04-15,69,54
Y0267,2025-04-15,77,67
Y0268,2025-04-15,82,79
Y0269,2025-04-15,71,70
Y0270,2025-04-15,69,50
Y0271,2025-04-15,72,52
Y0272,2025-04-15,67,59
Y0273,2025-04-15,60,41
Y0274,2025-04-15,57,44
Y0275,2025-04-15,72,58
Y0276,2025-04-15,54,51
Y0277,2025-04-15,68,49
Y0278,2025-04-15,76,68
Y0279,2025-04-15,71,61
Y0280,2025-04-15,81,65
Y0281,2025-04-15,66,58
Y0282,2025-04-15,77,74
Y0283,2025-04-15,62,59
Y0284,2025-04-15,76,71
Y0285,2025-04-15,86,86
Y0286,2025-04-15,65,56
Y0287,2025-04-15,61,42
Y0288,2025-04-15,85,66
Y0289,2025-04-15,61,57
Y0290,2025-04-15,77,65
Y0291,2025-04-15,87,72
Y0292,2025-04-15,60,40
Y0293,2025-04-15,73,73
Y0294,2025-04-15,54,44
Y0295,2025-04-15,66,54
Y0296,2025-04-15,68,62
Y0297,2025-04-15,63,58
Y0298,2025-04-15,86,75
Y0299,2025-04-15,63,60
Y0300,2025-04-15,70,69
Y0301,2025-04-15,74,58
Y0302,2025-04-15,59,51
Y0303,2025-04-15,84,69
Y0304,2025-04-15,70,63
Y0305,2025-04-15,61,42
Y0306,2025-04-15,67,67
Y0307,2025-04-15,64,63
Y0308,2025-04-15,81,74
Y0309,2025-04-15,71,60
Y0310,2025-04-15,81,75
Y0311,2025-04-15,64,47
Y0312,2025-04-15,76,68
Y0313,2025-04-15,73,55
Y0314,2025-04-15,81,70
Y0315,2025-04-15,67,54
Y0316,2025-04-15,75,72
Y0317,2025-04-15,72,54
Y0318,2025-04-15,69,52
Y0319,2025-04-15,74,71
Y0320,2025-04-15,54,39
Y0321,2025-04-15,72,66
Y0322,2025-04-15,66,53
Y0323,2025-04-15,83,66
Y0324,2025-04-15,66,47
Y0325,2025-04-15,76,56
Y0326,2025-04-15,59,46
Y0327,2025-04-15,86,75
Y0328,2025-04-15,71,58
Y0329,2025-04-15,72,67
Y0330,2025-04-15,79,62
Y0331,2025-04-15,79,61
Y0332,2025-04-15,61,56
Y0333,2025-04-15,81,79
Y0334,2025-04-15,72,71
Y0335,2025-04-15,64,64
Y0336,2025-04-15,63,62
Y0337,2025-04-15,67,58
Y0338,2025-04-15,73,66
Y0339,2025-04-15,55,44
Y0340,2025-04-15,76,75
Y0341,2025-04-15,62,58
Y0342,2025-04-15,74,65
Y0343,2025-04-15,74,69
Y0344,2025-04-15,85,74
Y0345,2025-04-15,61,58
Y0346,2025-04-15,60,54
Y0347,2025-04-15,81,74
Y0348,2025-04-15,80,60
Y0349,2025-04-15,77,64
Y0350,2025-04-15,67,67
Y0351,2025-04-15,76,68
Y0352,2025-04-15,66,58
Y0353,2025-04-15,65,46
Y0354,2025-04-15,63,53
Y0355,2025-04-15,83,64
Y0356,2025-04-15,87,70
Y0357,2025-04-15,77,59
Y0358,2025-04-15,68,63
Y0359,2025-04-15,74,71
Y0360,2025-04-15,65,49
Y0361,2025-04-15,80,64
Y0362,2025-04-15,81,75
Y0363,2025-04-15,66,52
Y0364,2025-04-15,70,56
Y0365,2025-04-15,60,50
Y0366,2025-04-15,71,52
Y0367,2025-04-15,72,60
Y0368,2025-04-15,78,65
Y0369,2025-04-15,72,52
Y0370,2025-04-15,84,75
Y0371,2025-04-15,80,78
Y0372,2025-04-15,58,55
Y0373,2025-04-15,66,58
Y0374,2025-04-15,68,62
Y0375,2025-04-15,79,74
Y0376,2025-04-15,75,70
Y0377,2025-04-15,74,60
Y0378,2025-04-15,63,47
Y0379,2025-04-15,73,59
Y0380,2025-04-15,63,55
Y0381,2025-04-15,66,48
Y0382,2025-04-15,69,58
Y0383,2025-04-15,71,60
Y0384,2025-04-15,63,60
Y0385,2025-04-15,60,42
Y0386,2025-04-15,65,60
Y0387,2025-04-15,63,63
Y0388,2025-04-15,65,56
Y0389,2025-04-15,73,65
Y0390,2025-04-15,72,71
Y0391,2025-04-15,69,53
Y0392,2025-04-15,66,54
Y0393,2025-04-15,72,65
Y0394,2025-04-15,82,62
Y0395,2025-04-15,69,68
Y0396,2025-04-15,74,69
Y0397,2025-04-15,73,56
Y0398,2025-04-15,63,51
Y0399,2025-04-15,78,59
Y0400,2025-04-15,59,51
Y0401,2025-04-15,78,68
Y0402,2025-04-15,61,61
Y0403,2025-04-15,65,59
Y0404,2025-04-15,62,57
Y0405,2025-04-15,79,68
Y0406,2025-04-15,64,48
Y0407,2025-04-15,61,57
Y0408,2025-04-15,74,68
Y0409,2025-04-15,54,39
Y0410,2025-04-15,64,44
Y0411,2025-04-15,56,47
Y0412,2025-04-15,79,70
Y0413,2025-04-15,67,50
Y0414,2025-04-15,59,56
Y0415,2025-04-15,78,73
Y0416,2025-04-15,58,50
Y0417,2025-04-15,60,51
Y0418,2025-04-15,84,81
Y0419,2025-04-15,62,51
Y0420,2025-04-15,87,85
Y0421,2025-04-15,62,55
Y0422,2025-04-15,81,78
Y0423,2025-04-15,79,60
Y0424,2025-04-15,57,55
Y0425,2025-04-15,75,57
Y0426,2025-04-15,69,68
Y0427,2025-04-15,80,79
Y0428,2025-04-15,80,75
Y0429,2025-04-15,68,62
Y0430,2025-04-15,68,65
Y0431,2025-04-15,59,46
Y0432,2025-04-15,73,58
Y0433,2025-04-15,80,65
Y0434,2025-04-15,83,78
Y0435,2025-04-15,84,80
Y0436,2025-04-15,84,84
Y0437,2025-04-15,77,71
Y0438,2025-04-15,82,62
Y0439,2025-04-15,63,46
Y0440,2025-04-15,61,52
Y0441,2025-04-15,76,73
Y0442,2025-04-15,60,42
Y0443,2025-04-15,85,81
Y0444,2025-04-15,67,64
Y0445,2025-04-15,65,48
Y0446,2025-04-15,66,62
Y0447,2025-04-15,80,77
Y0448,2025-04-15,68,66
Y0449,2025-04-15,81,74
Y0450,2025-04-15,73,59
Y0451,2025-04-15,67,57
Y0452,2025-04-15,73,56
Y0453,2025-04-15,71,66
Y0454,2025-04-15,77,71
Y0455,2025-04-15,75,59
Y0456,2025-04-15,81,64
Y0457,2025-04-15,70,66
Y0458,2025-04-15,68,61
Y0459,2025-04-15,70,54
Y0460,2025-04-15,75,74
Y0461,2025-04-15,62,55
Y0462,2025-04-15,77,59
Y0463,2025-04-15,61,61
Y0464,2025-04-15,67,58
Y0465,2025-04-15,79,73
Y0466,2025-04-15,69,55
Y0467,2025-04-15,81,63
Y0468,2025-04-15,88,78
Y0469,2025-04-15,82,76
Y0470,2025-04-15,60,60
Y0471,2025-04-15,73,58
Y0472,2025-04-15,82,80
Y0473,2025-04-15,77,72
Y0474,2025-04-15,76,74
Y0475,2025-04-15,62,50
Y0476,2025-04-15,84,65
Y0477,2025-04-15,82,69
Y0478,2025-04-15,65,54
Y0479,2025-04-15,79,61
Y0480,2025-04-15,70,64
Y0481,2025-04-15,66,60
Y0482,2025-04-15,69,61
Y0483,2025-04-15,64,56
Y0484,2025-04-15,75,66
Y0485,2025-04-15,70,50
Y0486,2025-04-15,61,54
Y0487,2025-04-15,81,64
Y0488,2025-04-15,77,73
Y0489,2025-04-15,60,43
Y0490,2025-04-15,76,69
Y0491,2025-04-15,72,59
Y0492,2025-04-15,87,76
Y0493,2025-04-15,61,41
Y0494,2025-04-15,67,64
Y0495,2025-04-15,55,46
Y0496,2025-04-15,68,48
Y0497,2025-04-15,78,73
Y0498,2025-04-15,63,58
Y0499,2025-04-15,71,70
Y0500,2025-04-15,74,67
Y0501,2025-04-15,75,74
Y0502,2025-04-15,71,55
Y0503,2025-04-15,62,53
Y0504,2025-04-15,76,56
Y0505,2025-04-15,71,68
Y0506,2025-04-15,84,76
Y0507,2025-04-15,72,53
Y0508,2025-04-15,58,41
Y0509,2025-04-15,86,82
Y0510,2025-04-15,82,79
Y0511,2025-04-15,84,84
Y0512,2025-04-15,58,39
Y0513,2025-04-15,78,58
Y0514,2025-04-15,87,84
Y0515,2025-04-15,70,65
Y0516,2025-04-15,80,74
Y0517,2025-04-15,63,45
Y0518,2025-04-15,76,75
Y0519,2025-04-15,61,54
Y0520,2025-04-15,82,64
Y0521,2025-04-15,72,61
Y0522,2025-04-15,75,74
Y0523,2025-04-15,65,64
Y0524,2025-04-15,77,75
Y0525,2025-04-15,64,63
Y0526,2025-04-15,60,46
Y0527,2025-04-15,80,69
Y0528,2025-04-15,70,62
Y0529,2025-04-15,73,66
Y0530,2025-04-15,64,53
Y0531,2025-04-15,82,64
Y0532,2025-04-15,62,50
Y0533,2025-04-15,62,48
Y0534,2025-04-15,70,61
Y0535,2025-04-15,68,65
Y0536,2025-04-15,80,61
Y0537,2025-04-15,70,63
Y0538,2025-04-15,71,51
Y0539,2025-04-15,70,59
Y0540,2025-04-15,67,51
Y0541,2025-04-15,63,60
Y0542,2025-04-15,59,51
Y0543,2025-04-15,71,66
Y0544,2025-04-15,76,63
Y0545,2025-04-15,81,77
Y0546,2025-04-15,75,74
Y0547,2025-04-15,71,64
Y0548,2025-04-15,63,58
Y0549,2025-04-15,76,66
Y0550,2025-04-15,67,55
Y0551,2025-04-15,64,51
Y0552,2025-04-15,58,46
Y0553,2025-04-15,66,63
Y0554,2025-04-15,73,72
Y0555,2025-04-15,78,70
Y0556,2025-04-15,71,59
Y0557,2025-04-15,60,55
Y0558,2025-04-15,76,62
Y0559,2025-04-15,83,79
Y0560,2025-04-15,60,60
Y0561,2025-04-15,80,63
Y0562,2025-04-15,62,61
Y0563,2025-04-15,71,70
Y0564,2025-04-15,66,48
Y0565,2025-04-15,55,47
Y0566,2025-04-15,64,52
Y0567,2025-04-15,71,62
Y0568,2025-04-15,78,59
Y0569,2025-04-15,83,79
Y0570,2025-04-15,79,74
Y0571,2025-04-15,84,83
Y0572,2025-04-15,66,50
Y0573,2025-04-15,57,47
Y0574,2025-04-15,74,54
Y0575,2025-04-15,76,67
Y0576,2025-04-15,64,58
Y0577,2025-04-15,88,72
Y0578,2025-04-15,80,66
Y0579,2025-04-15,66,59
Y0580,2025-04-15,67,57
Y0581,2025-04-15,86,84
Y0582,2025-04-15,63,54
Y0583,2025-04-15,77,59
Y0584,2025-04-15,65,49
Y0585,2025-04-15,83,80
Y0586,2025-04-15,74,64
Y0587,2025-04-15,69,64
Y0588,2025-04-15,77,77
Y0589,2025-04-15,76,64
Y0590,2025-04-15,80,64
Y0591,2025-04-15,63,60
Y0592,2025-04-15,65,48
Y0593,2025-04-15,68,63
Y0594,2025-04-15,84,79
Y0595,2025-04-15,75,61
Y0596,2025-04-15,75,68
Y0597,2025-04-15,68,56
Y0598,2025-04-15,75,62
Y0599,2025-04-15,63,57
Y0600,2025-04-15,64,62
Y0601,2025-04-15,60,57
Y0602,2025-04-15,64,59
Y0603,2025-04-15,66,58
Y0604,2025-04-15,69,62
Y0605,2025-04-15,66,57
Y0606,2025-04-15,64,61
Y0607,2025-04-15,58,54
Y0608,2025-04-15,65,49
Y0609,2025-04-15,64,51
Y0610,2025-04-15,56,54
Y0611,2025-04-15,78,68
Y0612,2025-04-15,68,48
Y0613,2025-04-15,77,73
Y0614,2025-04-15,76,73
Y0615,2025-04-15,76,76
Y0616,2025-04-15,70,69
Y0617,2025-04-15,77,61
Y0618,2025-04-15,58,58
Y0619,2025-04-15,64,62
Y0620,2025-04-15,67,63
Y0621,2025-04-15,65,48
Y0622,2025-04-15,74,74
Y0623,2025-04-15,63,56
Y0624,2025-04-15,58,46
Y0625,2025-04-15,76,65
Y0626,2025-04-15,60,48
Y0627,2025-04-15,72,63
Y0628,2025-04-15,66,53
Y0629,2025-04-15,79,62
Y0630,2025-04-15,63,54
Y0631,2025-04-15,79,60
Y0632,2025-04-15,82,64
Y0633,2025-04-15,59,44
Y0634,2025-04-15,59,59
Y0635,2025-04-15,83,80
Y0636,2025-04-15,77,66
Y0637,2025-04-15,80,71
Y0638,2025-04-15,65,56
Y0639,2025-04-15,62,58
Y0640,2025-04-15,66,55
Y0641,2025-04-15,71,53
Y0642,2025-04-15,76,74
Y0643,2025-04-15,62,46
Y0644,2025-04-15,67,58
Y0645,2025-04-15,56,37
Y0646,2025-04-15,87,73
Y0647,2025-04-15,68,50
Y0648,2025-04-15,77,65
Y0649,2025-04-15,80,78
Y0650,2025-04-15,72,62
Y0651,2025-04-15,62,42
Y0652,2025-04-15,68,66
Y0653,2025-04-15,83,78
Y0654,2025-04-15,64,45
Y0655,2025-04-15,59,44
Y0656,2025-04-15,62,44
Y0657,2025-04-15,84,71
Y0658,2025-04-15,86,82
Y0659,2025-04-15,78,77
Y0660,2025-04-15,75,73
Y0661,2025-04-15,77,70
Y0662,2025-04-15,76,64
Y0663,2025-04-15,73,65
Y0664,2025-04-15,58,38
Y0665,2025-04-15,60,49
Y0666,2025-04-15,73,54
Y0667,2025-04-15,73,66
Y0668,2025-04-15,84,72
Y0669,2025-04-15,65,55
Y0670,2025-04-15,67,48
Y0671,2025-04-15,63,62
Y0672,2025-04-15,63,43
Y0673,2025-04-15,73,59
Y0674,2025-04-15,77,63
Y0675,2025-04-15,62,53
Y0676,2025-04-15,85,82
Y0677,2025-04-15,81,67
Y0678,2025-04-15,63,53
Y0679,2025-04-15,77,71
Y0680,2025-04-15,60,41
Y0681,2025-04-15,69,69
Y0682,2025-04-15,76,72
Y0683,2025-04-15,61,47
Y0684,2025-04-15,61,41
Y0685,2025-04-15,77,70
Y0686,2025-04-15,63,50
Y0687,2025-04-15,56,39
Y0688,2025-04-15,79,70
Y0689,2025-04-15,79,73
Y0690,2025-04-15,61,53
Y0691,2025-04-15,66,60
Y0692,2025-04-15,78,66
Y0693,2025-04-15,60,56
Y0694,2025-04-15,58,48
Y0695,2025-04-15,69,55
Y0696,2025-04-15,61,53
Y0697,2025-04-15,84,71
Y0698,2025-04-15,73,65
Y0699,2025-04-15,83,79
Y0700,2025-04-15,85,78
Y0701,2025-04-15,76,72
Y0702,2025-04-15,78,68
Y0703,2025-04-15,72,71
Y0704,2025-04-15,78,72
Y0705,2025-04-15,88,70
Y0706,2025-04-15,69,56
Y0707,2025-04-15,64,55
Y0708,2025-04-15,85,68
Y0709,2025-04-15,67,51
Y0710,2025-04-15,62,54
Y0711,2025-04-15,79,67
Y0712,2025-04-15,61,58
Y0713,2025-04-15,68,68
Y0714,2025-04-15,83,71
