GradeFactKey,EnrollmentKey,StudentKey,CourseKey,ProfessorKey,OfferingKey,GradeDateKey,AcademicYear,Quarter,QuarterNumber,AttemptedCredits,EarnedCredits,LetterGrade,GradePoints,GradeStatus,PassFlag
963,963,103,21,22,48,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
964,964,334,21,22,48,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
965,965,384,21,22,48,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
966,966,450,21,22,48,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
967,967,5,21,22,48,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
968,968,308,21,22,48,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
969,969,250,21,22,48,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
970,970,194,21,22,48,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
971,971,451,21,22,48,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
972,972,31,21,22,48,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
973,973,72,21,22,48,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
974,974,318,21,22,48,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
975,975,463,21,22,48,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
976,976,483,21,22,48,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
977,977,80,21,22,48,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
978,978,55,21,22,48,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
979,979,438,21,22,48,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
980,980,150,21,22,48,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
981,981,28,21,22,48,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
982,982,166,5,6,49,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
983,983,238,5,6,49,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
984,984,276,5,6,49,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
985,985,396,5,6,49,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
986,986,483,5,6,49,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
987,987,449,5,6,49,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
988,988,121,5,6,49,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
989,989,186,5,6,49,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
990,990,349,5,6,49,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
991,991,468,5,6,49,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
992,992,55,5,6,49,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
993,993,228,5,6,49,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
994,994,435,5,6,49,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
995,995,194,5,6,49,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
996,996,463,5,6,49,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
997,997,54,5,6,49,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
998,998,48,5,6,49,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
999,999,405,5,6,49,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
1000,1000,124,5,6,49,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
1001,1001,87,5,6,49,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
1002,1002,318,5,6,49,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
1003,1003,447,19,13,50,20230618,2023,Spring,2,5,5,A,4.0,Completed,Yes
1004,1004,162,19,13,50,20230618,2023,Spring,2,5,5,B-,2.7,Completed,Yes
1005,1005,61,19,13,50,20230618,2023,Spring,2,5,0,IP,,In Progress,Pending
1006,1006,242,19,13,50,20230618,2023,Spring,2,5,0,W,,Withdrawn,No
1007,1007,377,19,13,50,20230618,2023,Spring,2,5,5,A,4.0,Completed,Yes
1008,1008,453,19,13,50,20230618,2023,Spring,2,5,5,A,4.0,Completed,Yes
1009,1009,80,19,13,50,20230618,2023,Spring,2,5,5,C,2.0,Completed,Yes
1010,1010,76,19,13,50,20230618,2023,Spring,2,5,5,B-,2.7,Completed,Yes
1011,1011,201,19,13,50,20230618,2023,Spring,2,5,5,B,3.0,Completed,Yes
1012,1012,428,19,13,50,20230618,2023,Spring,2,5,5,B,3.0,Completed,Yes
1013,1013,241,19,13,50,20230618,2023,Spring,2,5,5,B,3.0,Completed,Yes
1014,1014,5,19,13,50,20230618,2023,Spring,2,5,0,W,,Withdrawn,No
1015,1015,487,19,13,50,20230618,2023,Spring,2,5,5,B+,3.3,Completed,Yes
1016,1016,482,19,13,50,20230618,2023,Spring,2,5,5,A,4.0,Completed,Yes
1017,1017,391,19,13,50,20230618,2023,Spring,2,5,5,C,2.0,Completed,Yes
1018,1018,110,19,13,50,20230618,2023,Spring,2,5,5,A,4.0,Completed,Yes
1019,1019,63,19,13,50,20230618,2023,Spring,2,5,5,B,3.0,Completed,Yes
1020,1020,104,19,13,50,20230618,2023,Spring,2,5,5,A,4.0,Completed,Yes
1021,1021,168,19,13,50,20230618,2023,Spring,2,5,5,A-,3.7,Completed,Yes
1022,1022,31,19,13,50,20230618,2023,Spring,2,5,5,C,2.0,Completed,Yes
1023,1023,115,23,2,51,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
1024,1024,168,23,2,51,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
1025,1025,264,23,2,51,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
1026,1026,166,23,2,51,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
1027,1027,496,23,2,51,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
1028,1028,337,23,2,51,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
1029,1029,59,23,2,51,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
1030,1030,241,23,2,51,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
1031,1031,103,23,2,51,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
1032,1032,150,23,2,51,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
1033,1033,266,23,2,51,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
1034,1034,202,23,2,51,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
1035,1035,197,23,2,51,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
1036,1036,182,23,2,51,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
1037,1037,63,23,2,51,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
1038,1038,378,23,2,51,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
1039,1039,9,23,2,51,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
1040,1040,382,23,2,51,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
1041,1041,124,17,12,52,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
1042,1042,172,17,12,52,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
1043,1043,31,17,12,52,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
1044,1044,349,17,12,52,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
1045,1045,78,17,12,52,20230618,2023,Spring,2,3,3,B+,3.3,Completed,Yes
1046,1046,487,17,12,52,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
1047,1047,166,17,12,52,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
1048,1048,76,17,12,52,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
1049,1049,162,17,12,52,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
1050,1050,482,17,12,52,20230618,2023,Spring,2,3,3,C+,2.3,Completed,Yes
1051,1051,439,17,12,52,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
1052,1052,41,17,12,52,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
1053,1053,351,17,12,52,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
1054,1054,129,17,12,52,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
1055,1055,450,17,12,52,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
1056,1056,114,17,12,52,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
1057,1057,288,17,12,52,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
1058,1058,63,17,12,52,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
1059,1059,162,10,22,53,20230618,2023,Spring,2,4,0,IP,,In Progress,Pending
1060,1060,78,10,22,53,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
1061,1061,346,10,22,53,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
1062,1062,334,10,22,53,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
1063,1063,9,10,22,53,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
1064,1064,439,10,22,53,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
1065,1065,61,10,22,53,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
1066,1066,293,10,22,53,20230618,2023,Spring,2,4,4,A-,3.7,Completed,Yes
1067,1067,418,10,22,53,20230618,2023,Spring,2,4,4,B,3.0,Completed,Yes
1068,1068,449,10,22,53,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
1069,1069,199,10,22,53,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
1070,1070,468,10,22,53,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
1071,1071,391,10,22,53,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
1072,1072,54,10,22,53,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
1073,1073,438,7,15,54,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
1074,1074,5,7,15,54,20230618,2023,Spring,2,4,4,B+,3.3,Completed,Yes
1075,1075,477,7,15,54,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
1076,1076,79,7,15,54,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
1077,1077,436,7,15,54,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
1078,1078,356,7,15,54,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
1079,1079,78,7,15,54,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
1080,1080,194,7,15,54,20230618,2023,Spring,2,4,0,W,,Withdrawn,No
1081,1081,221,7,15,54,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
1082,1082,250,7,15,54,20230618,2023,Spring,2,4,4,C+,2.3,Completed,Yes
1083,1083,403,7,15,54,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
1084,1084,439,7,15,54,20230618,2023,Spring,2,4,4,B-,2.7,Completed,Yes
1085,1085,265,7,15,54,20230618,2023,Spring,2,4,4,C,2.0,Completed,Yes
1086,1086,449,7,15,54,20230618,2023,Spring,2,4,4,A,4.0,Completed,Yes
1087,1087,205,15,4,55,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
1088,1088,41,15,4,55,20230618,2023,Spring,2,3,0,IP,,In Progress,Pending
1089,1089,389,15,4,55,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
1090,1090,61,15,4,55,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
1091,1091,377,15,4,55,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
1092,1092,324,15,4,55,20230618,2023,Spring,2,3,0,W,,Withdrawn,No
1093,1093,48,15,4,55,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
1094,1094,265,15,4,55,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
1095,1095,453,15,4,55,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
1096,1096,334,15,4,55,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
1097,1097,482,15,4,55,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
1098,1098,80,15,4,55,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
1099,1099,23,15,4,55,20230618,2023,Spring,2,3,3,C,2.0,Completed,Yes
1100,1100,78,15,4,55,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
1101,1101,202,15,4,55,20230618,2023,Spring,2,3,3,A,4.0,Completed,Yes
1102,1102,54,15,4,55,20230618,2023,Spring,2,3,3,A-,3.7,Completed,Yes
1103,1103,129,15,4,55,20230618,2023,Spring,2,3,3,B-,2.7,Completed,Yes
1104,1104,9,15,4,55,20230618,2023,Spring,2,3,3,B,3.0,Completed,Yes
1105,1105,274,6,4,56,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1106,1106,447,6,4,56,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1107,1107,436,6,4,56,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1108,1108,79,6,4,56,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1109,1109,23,6,4,56,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1110,1110,331,6,4,56,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1111,1111,439,6,4,56,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1112,1112,212,6,4,56,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1113,1113,265,6,4,56,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1114,1114,482,6,4,56,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1115,1115,468,6,4,56,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1116,1116,28,6,4,56,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1117,1117,172,6,4,56,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1118,1118,80,6,4,56,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1119,1119,382,6,4,56,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1120,1120,153,6,7,57,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1121,1121,483,6,7,57,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1122,1122,494,6,7,57,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1123,1123,382,6,7,57,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1124,1124,31,6,7,57,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1125,1125,342,6,7,57,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1126,1126,351,6,7,57,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1127,1127,43,6,7,57,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1128,1128,418,6,7,57,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1129,1129,439,6,7,57,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1130,1130,129,6,7,57,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1131,1131,389,6,7,57,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1132,1132,308,6,7,57,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1133,1133,9,6,7,57,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1134,1134,79,6,7,57,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1135,1135,61,6,7,57,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1136,1136,172,6,7,57,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1137,1137,212,6,7,57,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1138,1138,80,6,7,57,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1139,1139,317,6,7,57,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1140,1140,227,6,7,57,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1141,1141,48,6,7,57,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1142,1142,116,6,7,57,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1143,1143,221,6,7,57,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1144,1144,258,6,7,57,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1145,1145,378,6,7,57,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1146,1146,489,19,10,58,20230901,2023,Summer,3,5,5,C,2.0,Completed,Yes
1147,1147,186,19,10,58,20230901,2023,Summer,3,5,5,B+,3.3,Completed,Yes
1148,1148,274,19,10,58,20230901,2023,Summer,3,5,5,B-,2.7,Completed,Yes
1149,1149,449,19,10,58,20230901,2023,Summer,3,5,5,A-,3.7,Completed,Yes
1150,1150,482,19,10,58,20230901,2023,Summer,3,5,5,A-,3.7,Completed,Yes
1151,1151,67,19,10,58,20230901,2023,Summer,3,5,0,W,,Withdrawn,No
1152,1152,389,19,10,58,20230901,2023,Summer,3,5,5,A,4.0,Completed,Yes
1153,1153,273,19,10,58,20230901,2023,Summer,3,5,5,B,3.0,Completed,Yes
1154,1154,356,19,10,58,20230901,2023,Summer,3,5,5,B,3.0,Completed,Yes
1155,1155,251,19,10,58,20230901,2023,Summer,3,5,0,IP,,In Progress,Pending
1156,1156,228,19,10,58,20230901,2023,Summer,3,5,5,A,4.0,Completed,Yes
1157,1157,201,19,10,58,20230901,2023,Summer,3,5,5,B-,2.7,Completed,Yes
1158,1158,451,19,10,58,20230901,2023,Summer,3,5,5,B-,2.7,Completed,Yes
1159,1159,293,19,10,58,20230901,2023,Summer,3,5,5,C,2.0,Completed,Yes
1160,1160,238,19,10,58,20230901,2023,Summer,3,5,5,C+,2.3,Completed,Yes
1161,1161,276,19,10,58,20230901,2023,Summer,3,5,5,C,2.0,Completed,Yes
1162,1162,434,19,10,58,20230901,2023,Summer,3,5,5,B,3.0,Completed,Yes
1163,1163,197,19,10,58,20230901,2023,Summer,3,5,5,C,2.0,Completed,Yes
1164,1164,276,31,22,59,20230901,2023,Summer,3,4,4,B+,3.3,Completed,Yes
1165,1165,80,31,22,59,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1166,1166,241,31,22,59,20230901,2023,Summer,3,4,0,IP,,In Progress,Pending
1167,1167,121,31,22,59,20230901,2023,Summer,3,4,4,B-,2.7,Completed,Yes
1168,1168,59,31,22,59,20230901,2023,Summer,3,4,4,C,2.0,Completed,Yes
1169,1169,391,31,22,59,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1170,1170,443,31,22,59,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1171,1171,72,31,22,59,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1172,1172,274,31,22,59,20230901,2023,Summer,3,4,4,B+,3.3,Completed,Yes
1173,1173,67,31,22,59,20230901,2023,Summer,3,4,4,B,3.0,Completed,Yes
1174,1174,346,31,22,59,20230901,2023,Summer,3,4,4,C,2.0,Completed,Yes
1175,1175,318,31,22,59,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1176,1176,438,31,22,59,20230901,2023,Summer,3,4,4,C+,2.3,Completed,Yes
1177,1177,223,31,22,59,20230901,2023,Summer,3,4,4,B-,2.7,Completed,Yes
1178,1178,434,31,22,59,20230901,2023,Summer,3,4,4,A,4.0,Completed,Yes
1179,1179,451,31,22,59,20230901,2023,Summer,3,4,0,IP,,In Progress,Pending
1180,1180,153,31,22,59,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1181,1181,305,31,22,59,20230901,2023,Summer,3,4,4,A,4.0,Completed,Yes
1182,1182,494,31,22,59,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1183,1183,196,31,22,59,20230901,2023,Summer,3,4,4,B,3.0,Completed,Yes
1184,1184,114,31,22,59,20230901,2023,Summer,3,4,4,B-,2.7,Completed,Yes
1185,1185,55,31,22,59,20230901,2023,Summer,3,4,4,C+,2.3,Completed,Yes
1186,1186,227,2,21,60,20230901,2023,Summer,3,4,4,C,2.0,Completed,Yes
1187,1187,104,2,21,60,20230901,2023,Summer,3,4,4,C+,2.3,Completed,Yes
1188,1188,150,2,21,60,20230901,2023,Summer,3,4,0,W,,Withdrawn,No
1189,1189,97,2,21,60,20230901,2023,Summer,3,4,0,W,,Withdrawn,No
1190,1190,110,2,21,60,20230901,2023,Summer,3,4,4,B+,3.3,Completed,Yes
1191,1191,382,2,21,60,20230901,2023,Summer,3,4,4,C+,2.3,Completed,Yes
1192,1192,463,2,21,60,20230901,2023,Summer,3,4,4,C+,2.3,Completed,Yes
1193,1193,396,2,21,60,20230901,2023,Summer,3,4,4,A,4.0,Completed,Yes
1194,1194,166,2,21,60,20230901,2023,Summer,3,4,4,B,3.0,Completed,Yes
1195,1195,223,2,21,60,20230901,2023,Summer,3,4,4,B,3.0,Completed,Yes
1196,1196,61,2,21,60,20230901,2023,Summer,3,4,4,B,3.0,Completed,Yes
1197,1197,324,2,21,60,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1198,1198,439,2,21,60,20230901,2023,Summer,3,4,4,C+,2.3,Completed,Yes
1199,1199,435,2,21,60,20230901,2023,Summer,3,4,0,IP,,In Progress,Pending
1200,1200,331,2,21,60,20230901,2023,Summer,3,4,4,C,2.0,Completed,Yes
1201,1201,186,2,21,60,20230901,2023,Summer,3,4,4,C+,2.3,Completed,Yes
1202,1202,87,2,21,60,20230901,2023,Summer,3,4,4,B-,2.7,Completed,Yes
1203,1203,114,2,21,60,20230901,2023,Summer,3,4,4,A,4.0,Completed,Yes
1204,1204,403,2,21,60,20230901,2023,Summer,3,4,4,A,4.0,Completed,Yes
1205,1205,266,2,21,60,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1206,1206,241,2,21,60,20230901,2023,Summer,3,4,4,B-,2.7,Completed,Yes
1207,1207,250,2,21,60,20230901,2023,Summer,3,4,4,C,2.0,Completed,Yes
1208,1208,238,2,21,60,20230901,2023,Summer,3,4,0,IP,,In Progress,Pending
1209,1209,334,2,21,60,20230901,2023,Summer,3,4,0,IP,,In Progress,Pending
1210,1210,162,2,21,60,20230901,2023,Summer,3,4,4,A-,3.7,Completed,Yes
1211,1211,116,30,15,61,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1212,1212,87,30,15,61,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1213,1213,55,30,15,61,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1214,1214,104,30,15,61,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1215,1215,403,30,15,61,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1216,1216,447,30,15,61,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1217,1217,205,30,15,61,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1218,1218,449,30,15,61,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1219,1219,288,30,15,61,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1220,1220,5,30,15,61,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1221,1221,384,30,15,61,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1222,1222,41,30,15,61,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1223,1223,153,30,15,61,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1224,1224,438,30,15,61,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1225,1225,31,30,15,61,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1226,1226,63,30,15,61,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1227,1227,450,30,15,61,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1228,1228,182,30,15,61,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1229,1229,48,30,15,61,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1230,1230,468,30,15,61,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1231,1231,197,30,15,61,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1232,1232,451,30,15,61,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1233,1233,104,26,1,62,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1234,1234,172,26,1,62,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1235,1235,496,26,1,62,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1236,1236,227,26,1,62,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1237,1237,97,26,1,62,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1238,1238,334,26,1,62,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1239,1239,166,26,1,62,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1240,1240,277,26,1,62,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1241,1241,337,26,1,62,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1242,1242,273,26,1,62,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1243,1243,276,26,1,62,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1244,1244,241,26,1,62,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1245,1245,61,26,1,62,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1246,1246,382,26,1,62,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1247,1247,41,26,1,62,20230901,2023,Summer,3,3,0,IP,,In Progress,Pending
1248,1248,351,26,1,62,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1249,1249,129,26,1,62,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1250,1250,63,26,1,62,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1251,1251,116,26,1,62,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1252,1252,436,26,1,62,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1253,1253,443,26,1,62,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1254,1254,28,26,1,62,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1255,1255,318,26,1,62,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1256,1256,162,26,1,62,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1257,1257,124,26,1,62,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1258,1258,276,16,7,63,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1259,1259,389,16,7,63,20230901,2023,Summer,3,3,3,A-,3.7,Completed,Yes
1260,1260,199,16,7,63,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1261,1261,451,16,7,63,20230901,2023,Summer,3,3,3,A,4.0,Completed,Yes
1262,1262,339,16,7,63,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1263,1263,67,16,7,63,20230901,2023,Summer,3,3,3,C+,2.3,Completed,Yes
1264,1264,241,16,7,63,20230901,2023,Summer,3,3,0,W,,Withdrawn,No
1265,1265,439,16,7,63,20230901,2023,Summer,3,3,3,B+,3.3,Completed,Yes
1266,1266,251,16,7,63,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1267,1267,317,16,7,63,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
1268,1268,200,16,7,63,20230901,2023,Summer,3,3,3,B-,2.7,Completed,Yes
1269,1269,168,16,7,63,20230901,2023,Summer,3,3,3,C,2.0,Completed,Yes
1270,1270,63,16,7,63,20230901,2023,Summer,3,3,3,B,3.0,Completed,Yes
