SOP Type,SOP Number,Item Number,Item Description,QTY,Unit Cost,Unit Price,Customer Number,Customer Class,Document Status,Item Class Code,Posting Status,Salesperson ID,Void Status
Invoice,STDINV2095,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,12,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2096,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,36,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2097,ACCS-CRD-12WH,Phone Cord - 12' White,4,3.29,9.95,PLACEONE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2098,PHON-PAN-3155,Panache KX-T3155 desk,2,27.98,119.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2099,ANSW-PAN-1450,Panache KX-T1450 answer,10,50.25,109.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2100,HDWR-SRG-0001,Surge Protector Panel,4,20.45,39.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2101,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2102,HDWR-RNG-0001,Ring Generator,6,656.77,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2103,ACCS-HDS-1EAR,Headset-Single Ear,3,38.59,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2104,FAXX-CAN-9800,Cantata FaxPhone 9800,9,1197,2399.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Posted,FRANCINE B.,Normal
Invoice,STDINV2105,ACCS-HDS-1EAR,Headset-Single Ear,10,38.59,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2106,FAXX-CAN-9800,Cantata FaxPhone 9800,12,1197,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2107,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2108,100XLG,Green Phone,1,55.5,59.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,,Posted,NANCY B.,Normal
Invoice,STDINV2109,100XLG,Green Phone,8,55.5,59.95,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,STDINV2110,HDWR-RNG-0001,Ring Generator,1,669,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2111,REPR-TWO-0002,On-site Repair,12,0,34.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Posted,ERIN J.,Normal
Invoice,STDINV2112,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2113,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,4,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2114,PHON-PAN-2315,Panache KX-T231 wall,6,28.57,59.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2115,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2116,HDWR-PNL-0001,Control Panel,2,303.85,609.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Posted,FRANCINE B.,Normal
Invoice,STDINV2117,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2118,HDWR-PNL-0001,Control Panel,5,303.85,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2119,PHON-ATT-53BK,Cordless-Attractive 5352-Black,6,92.59,189.95,AMERICAN0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2039,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2040,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2041,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2042,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2043,100XLG,Green Phone,2,55.5,59.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Posted,ERIN J.,Normal
Invoice,STDINV2044,100XLG,Green Phone,5,55.5,59.95,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,STDINV2045,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2046,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2047,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2048,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2049,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2050,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2051,FAXX-CAN-9800,Cantata FaxPhone 9800,1,664.96,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2052,FAXX-CAN-9800,Cantata FaxPhone 9800,2,664.96,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2053,FAXX-CAN-9800,Cantata FaxPhone 9800,1,664.96,2399.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2054,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2055,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2056,ACCS-HDS-1EAR,Headset-Single Ear,2,38.59,79.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2057,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2058,ACCS-HDS-1EAR,Headset-Single Ear,4,38.59,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2059,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2060,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2061,100XLG,Green Phone,4,55.5,59.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,,Posted,GARY W.,Normal
Invoice,STDINV2062,100XLG,Green Phone,1,55.5,59.95,METROPOL0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,STDINV2064,HDWR-RNG-0001,Ring Generator,1,698.12,1339.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2065,REPR-TWO-0002,On-site Repair,5.5,0,34.95,PLAZAONE0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,STDINV2066,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,HOLLINGC0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2067,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,2,4.55,9.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Posted,FRANCINE B.,Normal
Invoice,STDINV2068,PHON-PAN-2315,Panache KX-T231 wall,4,29.75,59.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2069,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2070,HDWR-PNL-0001,Control Panel,1,301.54,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2071,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2072,PHON-ATT-53WH,Cordless-Attractive 5352-White,3,90.88,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2073,PHON-ATT-53RD,Cordless-Attractive 5352-Red,6,91.59,189.95,CENTRALC0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2074,PHON-ATT-53BK,Cordless-Attractive 5352-Black,4,91.59,189.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,ATT CORD,Posted,GARY W.,Normal
Invoice,STDINV2075,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2076,PHON-PAN-3155,Panache KX-T3155 desk,3,27.98,119.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2077,HDWR-CAB-0001,Central Cabinet,2,6921.88,13849.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2078,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2079,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Quote,QTEST1020,ACCS-HDS-2EAR,Headset - Dual Ear,3,41.98,89.95,ADVANCED0002,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Invoice,STDINV2000,HDWR-PNL-0001,Control Panel,5,301.54,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2001,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,6,92.59,189.95,AMERICAN0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2002,PHON-ATT-53WH,Cordless-Attractive 5352-White,6,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2003,PHON-PAN-2315,Panache KX-T231 wall,4,27.98,119.95,ADVANCED0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2004,PHON-ATT-53WH,Cordless-Attractive 5352-White,2,92.59,189.95,RIVERSID0001,CAN-ABBCYKNWTT7,Posted,ATT CORD,Posted,ERIN J.,Normal
Invoice,STDINV2005,FAXX-RIC-060E,Richelieu Fax 60E,1,479.05,959.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2006,PHON-ATT-0712,Attractive 712 wall phone,5,34.59,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2007,ANSW-PAN-2460,Panache KX-T2460 answer,2,75.15,149.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2008,PHON-PAN-3155,Panache KX-T3155 desk,3,29.75,119.95,LONDONBE0001,NEWZEALAND-T8,Posted,RETAIL,Posted,IAN M.,Normal
Invoice,STDINV2009,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,MIDLANDC0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2010,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Posted,PAUL W.,Normal
Invoice,STDINV2011,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2012,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.31,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2013,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,ISNINDUS0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2014,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,ATT CORD,Posted,NANCY B.,Normal
Invoice,STDINV2015,HDWR-PNL-0001,Control Panel,1,301.54,609.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2016,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,5,93.36,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2017,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2018,PHON-BUS-1250,"Handset,multi-line",2,165.85,359.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Posted,GARY W.,Normal
Invoice,STDINV2019,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2020,HDWR-PRO-4862,Pro processor 4S,2,3188.47,5999.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2021,HDWR-PRO-4862,Pro processor 4S,1,2998.15,5999.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2022,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Posted,NANCY B.,Normal
Invoice,STDINV2023,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Posted,GREG E.,Normal
Invoice,STDINV2024,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,4,93.55,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Posted,SANDRA M.,Normal
Invoice,STDINV2025,FAXX-CAN-9800,Cantata FaxPhone 9800,10,1197,2399.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Posted,ERIN J.,Normal
Invoice,STDINV2026,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2027,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Posted,PAUL W.,Normal
Invoice,STDINV2028,100XLG,Green Phone,10,55.5,59.95,ADAMPARK0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,STDINV2029,100XLG,Green Phone,10,55.5,59.95,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,STDINV2030,100XLG,Green Phone,2,55.5,59.95,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,STDINV2031,100XLG,Green Phone,5,55.5,59.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,,Posted,NANCY B.,Normal
Invoice,STDINV2032,100XLG,Green Phone,1,55.5,59.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Posted,ERIN J.,Normal
Invoice,STDINV2033,ANSW-ATT-1000,Attractive Answering System 1000,2,59.29,119.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2034,100XLG,Green Phone,5,55.5,59.95,CENTRALC0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,STDINV2035,100XLG,Green Phone,10,55.5,59.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,,Posted,GARY W.,Normal
Invoice,STDINV2036,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Invoice,STDINV2037,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Voided
Invoice,STDINV2038,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Posted,SANDRA M.,Normal
Order,ORDST2193,HDWR-CAB-0001,Central Cabinet,3,6921.88,13849.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2194,PHON-ATT-53RD,Cordless-Attractive 5352-Red,4,91.59,189.95,MAHLERST0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2195,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,90.25,189.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,ATT CORD,Unposted,NANCY B.,Normal
Order,ORDST2196,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2197,PHON-PAN-3155,Panache KX-T3155 desk,1,59.5,119.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2198,HDWR-CAB-0001,Central Cabinet,4,6921.88,13849.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2199,ANSW-PAN-1450,Panache KX-T1450 answer,3,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2200,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,12,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2201,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,36,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2202,ACCS-CRD-12WH,Phone Cord - 12' White,4,3.29,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2203,PHON-PAN-3155,Panache KX-T3155 desk,2,59.5,119.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2204,ANSW-PAN-1450,Panache KX-T1450 answer,10,50.25,109.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2205,HDWR-SRG-0001,Surge Protector Panel,4,18.65,39.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2206,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2207,HDWR-RNG-0001,Ring Generator,6,669,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2208,ACCS-HDS-1EAR,Headset-Single Ear,3,38.59,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2209,FAXX-CAN-9800,Cantata FaxPhone 9800,9,1197,2399.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Order,ORDST2210,ACCS-HDS-1EAR,Headset-Single Ear,10,38.59,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2211,FAXX-CAN-9800,Cantata FaxPhone 9800,12,1197,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2212,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2213,100XLG,Green Phone,1,55.5,59.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,,Unposted,NANCY B.,Normal
Order,ORDST2214,100XLG,Green Phone,8,55.5,59.95,ASTORSUI0001,USA-INMI-T2,Posted,,Unposted,GREG E.,Normal
Order,ORDST2215,HDWR-RNG-0001,Ring Generator,1,669,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2216,REPR-TWO-0002,On-site Repair,12,0,34.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Unposted,ERIN J.,Normal
Order,ORDST2217,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2218,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,4,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2219,PHON-PAN-2315,Panache KX-T231 wall,6,27.98,59.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2220,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,3,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2221,HDWR-PNL-0001,Control Panel,2,303.85,609.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Order,ORDST2222,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Quote,QTE1002,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Quote,QTERP1000,ASMB-LBR-0001,"Labor, Parts Assembly",10,35,34.95,BAKERSEM0001,USA-INMI-T2,Posted,,Unposted,GREG E.,Normal
Quote,QTEST1005,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,LECLERC0001,CAN-PQMT-T5,Posted,ATT CORD,Unposted,FRANCINE B.,Normal
Quote,QTEST1006,HDWR-PNL-0001,Control Panel,1,303.85,609.95,BOYLESCO0001,AUSTRALIA-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Quote,QTEST1007,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Quote,QTEST1008,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,4,4.55,9.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Quote,QTEST1009,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Quote,QTEST1017,PHON-PAN-3848,Cordless-Panache KX-T3848,5,67.55,139.95,SINCLAIR0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Voided
Quote,QTEST1019,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,CASTLEIN0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Quote,QTEST1020,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,ADVANCED0002,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2154,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1400,2809.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2155,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1400,2809.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2156,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1400,2809.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2157,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2158,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2159,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2160,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
